date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,0-Min,Min-10%,10%-30%,Stats. Shading,70%-90%,90%-Max,Median (POR)
07-05,60.5600287938,49.7748382489,36.9824620762,50.287641836,81.3757517379,73.3251563899,71.2193104657,63.0374307275,84.8226701042,75.9894286558,80.4173641981,80.0681941447,67.7443125576,,36.9824620762,49.8773989663,62.046469954,77.6209348514,81.18407423,84.8226701042,71.2193104657
07-06,60.1240099749,49.3154680764,36.4628350516,56.544057939,81.1504921408,72.9596195506,70.6837569106,62.5754416753,84.5238580873,78.3611098515,79.929829133,78.1388643954,76.5682933494,,36.4628350516,50.761186049,61.5948689951,78.2277625779,80.9063595393,84.5238580873,72.9596195506
07-07,60.1165708851,56.7407063174,36.3732094788,49.9954338743,89.4332511071,72.2814825716,70.4828417215,61.9186984011,84.8909946091,77.6220291607,80.4801015242,83.0816941168,76.3497169895,,36.3732094788,51.3444883629,61.1978473947,78.7652581061,84.5291345106,89.4332511071,72.2814825716
07-08,60.1246974164,57.7561428095,36.6760520619,55.3172662033,93.6940887387,71.6275521718,70.1499244578,62.2732064605,84.7877860654,77.0428593005,71.2403257442,82.1322780674,75.4140153244,,36.6760520619,55.8050415246,61.4138028429,76.0655529149,84.2566844658,93.6940887387,71.2403257442
07-09,60.3983118313,59.9123714095,35.9128472394,57.7678201176,92.7070801896,70.9845135488,70.0195981794,63.1891250938,84.7712183108,76.4470919461,70.5259978809,81.0947419793,74.9173851404,,35.9128472394,58.196730376,62.0727997888,75.5292678627,84.0359230445,92.7070801896,70.5259978809
07-10,59.5794821758,61.7940655208,36.266338,50.5243789498,91.5960021953,70.2362922608,69.5508049911,63.4277886492,78.8028697769,75.4268630333,79.3794368886,79.7468903524,73.9321273228,,36.266338,52.335399595,62.7742993979,76.7772657307,79.6733996596,91.5960021953,70.2362922608
07-11,59.7277199808,61.0946715329,44.3939572914,50.4299640809,90.3662839231,69.8297489076,69.4640724737,62.1214821477,78.9159230807,72.5950542766,76.3323795382,85.4382233476,73.3373686911,,44.3939572914,52.2895152609,61.7107579017,74.5353730299,84.1337632942,90.3662839231,69.8297489076
07-12,59.4719016537,60.4149666331,35.3285879754,51.0434797763,89.2257502695,69.2915580584,68.9426133609,61.9653309501,78.6897919874,72.0742359963,75.3415598106,85.0612068547,72.8267773031,,35.3285879754,52.7291641518,61.3451852233,73.8326903061,83.7869238812,89.2257502695,69.2915580584
07-13,59.3074008869,58.8488899418,35.7356381874,57.9051296101,87.9651451291,68.0432762496,70.2056346277,61.5980524497,78.1277576293,71.4464461729,74.0759921823,81.7238656108,72.23448248,,35.7356381874,58.0938816764,60.6817918246,72.9710863609,81.0046440145,87.9651451291,70.2056346277
07-14,59.649913233,58.187132413,35.6389834362,53.6361043213,87.4484404266,67.7366611045,69.657275917,61.3160532871,78.3302670542,70.4234317841,73.4206592445,80.3149073398,71.7007764383,,35.6389834362,54.5463099396,60.6495972654,72.3887295608,79.9179792827,87.4484404266,69.657275917
07-15,70.1693693451,58.7057981322,39.941120569,62.4486422443,88.6751129192,66.810290595,69.8849900584,60.6429682351,79.1818658208,70.4184389268,66.7083718407,83.7910335952,71.2009560971,,39.941120569,59.0932321528,65.0044800022,70.7314457949,82.8692000403,88.6751129192,69.8849900584
07-16,59.5511346339,57.8102180642,45.6253539028,61.3848359958,87.354564666,66.415670155,69.8795320222,63.5189440881,78.9946166084,69.8579143734,64.8323055112,82.5727238894,69.2804070632,,45.6253539028,58.1584013781,62.6653008512,69.866561433,81.8571024332,87.354564666,66.415670155
07-17,59.0265572716,57.0784228313,45.329122933,60.8375422374,86.0799306663,65.6362824076,69.9689058457,63.7507645764,79.196464457,69.2120705944,64.3947696214,76.4801426868,68.2612449845,,45.329122933,57.4680497193,62.5854756408,69.5148046949,78.6532001029,86.0799306663,65.6362824076
07-18,59.1027995317,56.5544632405,44.5187884153,61.7930426509,85.1887070807,64.9889870893,70.2882514475,70.7842828992,79.0846791823,69.3717345445,64.1009572473,82.3065182941,67.253763444,,44.5187884153,57.0641304987,63.1777914087,70.4866640282,81.6621504717,85.1887070807,67.253763444
07-19,59.1889544354,56.010288106,49.3336947031,61.0318089059,84.4270115569,64.598759928,70.1599152775,69.5601517988,78.5089745496,68.4223308078,62.8319038146,80.2426978767,66.3839835381,,49.3336947031,56.6460213719,62.1118658511,69.8000571902,79.8959532113,84.4270115569,66.3839835381
07-20,59.5668221536,55.3122293716,52.9317571163,59.2311767409,85.7370113646,65.4774310346,70.1664495764,69.0392357406,77.9712063734,68.3516235548,53.5302896573,78.9682818562,65.3785790856,,52.9317571163,53.8866776001,59.4325639885,69.4901212749,78.7688667596,85.7370113646,65.4774310346
07-21,59.2821251323,54.5344530268,41.2581752077,60.012086552,87.9209699013,64.5561608821,69.9257301907,69.0013832781,77.2775833538,68.0030268322,55.2699314937,77.0921677693,65.4745708193,,41.2581752077,54.6815487202,59.7201019842,69.3711220431,77.2405002369,87.9209699013,65.4745708193
07-22,56.0654832825,54.1069711332,50.9935369501,59.709742235,85.8047671859,64.9005471928,70.2069787637,68.7639389274,76.8791732335,67.6515984874,52.7087615209,75.7351666073,64.7741240671,,50.9935369501,52.9884034434,58.252038654,69.3411548619,76.6503719082,85.8047671859,64.9005471928
07-23,58.7031998028,53.9665268144,48.0928656934,64.8067010051,84.6024695445,63.7424379532,69.5627598103,69.1208552872,76.7908368879,66.9236045437,57.1162331949,67.9035445873,63.4602061467,,48.0928656934,54.5964680905,61.5574036091,68.3904688673,75.3452214724,84.6024695445,64.8067010051
07-24,58.3428940223,52.7986200308,47.0136428729,58.1509112027,83.0081117004,62.2580537491,69.3584384074,70.5380144726,76.6571067156,66.6962358479,60.0578218854,75.4014224142,62.1357109373,,47.0136428729,53.8690782651,59.3718507402,69.8302688335,76.4059698553,83.0081117004,62.2580537491
07-25,57.8833267725,52.9280453069,48.8371997781,57.4993869585,82.6460348022,62.5779322955,69.402542154,72.1035913381,76.5823684305,66.3616375906,57.6279659114,74.5306626657,60.4694957642,,48.8371997781,53.8423136372,57.7811824281,70.4829618277,76.1720272776,82.6460348022,62.5779322955
07-26,57.3490736543,52.2748839211,44.2149032319,57.0016601182,81.8301072044,61.3928627811,69.6846778639,72.1264420657,76.3922122553,72.8422049986,59.076987605,78.2671751698,59.1868718106,,44.2149032319,53.2202391605,58.3858220247,72.4127472389,77.8921825869,81.8301072044,61.3928627811
07-27,58.0486472311,51.6329655133,49.5006952381,58.3529087173,81.5457429311,60.7227647066,69.4534059574,71.460273517,76.3043360431,82.0043239594,62.3606818522,83.2108402432,57.6283133098,,49.5006952381,52.8320350726,58.2312041228,73.3978985274,81.9126077537,83.2108402432,62.3606818522
07-28,57.6197055302,55.2941489095,48.2590451247,57.9250479413,80.4658804963,60.5003941009,63.6252627728,70.5624389323,76.2282772153,81.8880819355,55.2062228765,82.1664395142,56.9159540473,,48.2590451247,55.2238080831,57.3382049371,72.8287742455,81.6036416477,82.1664395142,60.5003941009
07-29,57.7160423613,54.6651475038,51.2821589881,62.0227515635,79.5756932968,59.1100264325,63.1069265687,70.5426068895,76.1112044911,81.2209497865,55.4918438609,83.880444523,55.295034404,,51.2821589881,54.7911248839,56.8263629611,72.7700459301,80.8918984885,83.880444523,62.0227515635
07-30,59.9285317059,54.5431591338,51.1136008625,63.6774267668,79.8163071262,59.2857725079,69.4558072494,70.4754837419,75.7996098905,78.5555172516,53.9345400803,74.9713641967,54.63427791,,51.1136008625,54.056263891,57.4251746687,72.2738359238,78.0043357794,79.8163071262,63.6774267668
07-31,60.5042838903,53.7769605955,50.2316903757,68.178191911,79.2689874858,58.5331250234,75.0061665138,70.0589157144,75.5843039794,76.9620846866,56.1960747577,84.2909965318,58.3949553282,,50.2316903757,54.260783428,58.4778571454,75.2374215,78.8076069259,84.2909965318,68.178191911
08-01,59.7864940565,49.0980055652,48.3876865852,71.3251033922,78.421712491,59.3997025584,72.7446773112,67.4385865833,75.3275595958,75.3546916032,58.3299022202,83.5512445146,48.8873505329,,48.3876865852,48.9294815394,58.9717824231,73.777830225,77.8083083135,83.5512445146,67.4385865833
08-02,59.6119709729,51.402595197,47.4123269453,70.796658052,80.7240381001,58.3925346639,70.9239476998,65.1418041237,75.1642481944,74.3167226206,58.4110341602,87.3499208083,49.8748519678,,47.4123269453,50.1804006136,58.4036343617,72.2810576681,79.612080119,87.3499208083,65.1418041237
08-03,61.6404792751,51.0232980342,46.1214363181,69.8685275771,82.2458194986,58.1965456096,69.328635651,64.0692902863,75.063556187,73.6977295565,64.7712151085,84.5779816761,53.8515533866,,46.1214363181,51.5889491047,60.2629058089,71.4002083688,80.8093668363,84.5779816761,64.7712151085
08-04,61.4011135697,50.0164552664,45.576356997,68.2960277231,80.6563604041,57.7642983403,70.860597226,65.324367101,78.184682367,72.7085388629,66.4869591446,85.8465582788,52.3469761743,,45.576356997,50.482559448,59.9463874779,71.5997738808,80.1620247967,85.8465582788,66.4869591446
08-05,60.2321480127,49.3608931226,45.0137749506,70.2095894961,76.9129867524,62.5861211391,67.5997187259,66.1105888941,77.0114416817,71.8729723108,74.5477019209,84.2779634407,50.2404641793,,45.0137749506,49.5368073339,61.6445318886,72.9428641549,76.9917506958,84.2779634407,67.5997187259
08-06,59.9951055515,48.3274556093,44.8889086769,68.7413557327,75.0511253025,66.1085607289,70.7615072378,65.8763296051,76.8789437831,70.7352117916,72.9309587286,83.6325192703,48.9966289351,,44.8889086769,48.4612902744,63.5238399837,71.6292878341,76.513380087,83.6325192703,68.7413557327
08-07,59.6732914845,48.2862938583,44.0429415241,68.7764272246,73.0470541231,66.5055613289,76.6371506903,65.002452135,78.4866623861,69.727916085,71.9265565605,81.8988217449,47.7110545648,,44.0429415241,47.8261024235,62.8707878748,72.3747555855,78.116760047,81.8988217449,68.7764272246
08-08,58.9788161488,48.14086606,49.3477019805,66.735269462,71.9238619999,65.3484220194,83.2572395047,60.370092443,78.3038105962,68.4814077236,70.4717367462,84.7819645152,46.4920585052,,46.4920585052,48.3822332441,59.8135819253,71.0525868477,82.266553723,84.7819645152,66.735269462
08-09,55.5901860446,46.9593965257,50.3103698145,63.6994476229,70.7985133576,64.8488201329,81.2231043204,59.9460982148,78.4518149107,67.0492980073,69.3750298023,82.5184058864,45.3148955529,,45.3148955529,47.6295911835,58.2037333467,69.9444232244,80.6688464385,82.5184058864,64.8488201329
08-10,58.293075099,46.7872146906,50.022124574,62.5806617063,69.5676007821,65.1142675937,79.4434160429,60.5827693147,77.6067726756,65.4144686736,68.0457669396,80.687235077,44.1935689409,,44.1935689409,47.4341966672,59.6668916284,68.6545004766,79.0760873695,80.687235077,65.1142675937
08-11,57.8401848234,45.897812374,49.6497401483,62.9427833397,68.1842728507,63.5515584696,78.525552632,59.52886081,77.2224073357,64.1273886159,66.808059321,78.2953309096,49.3672474846,,45.897812374,49.4237460173,58.8533904154,67.3585447329,78.0807461948,78.525552632,63.5515584696
08-12,57.2667796025,45.9259792287,48.253583987,61.8502959819,67.6203627363,62.5980068232,80.2731336423,61.5733152022,78.4545762278,62.4676282764,65.6188705071,78.4801956733,48.1756317556,,45.9259792287,48.1912222019,59.8507009623,66.4194673988,78.4750717842,80.2731336423,62.4676282764
08-13,56.5414681613,41.0070757544,48.9318790156,60.4592582013,66.1153989348,61.5565934493,79.6209581872,59.9895580908,76.6464539528,61.6897534148,63.2286405997,76.5744155686,48.1590304581,,41.0070757544,48.3136001696,58.610322119,64.3833439337,76.6320462759,79.6209581872,61.5565934493
08-14,56.6441558318,46.3130852527,47.8610006703,73.7757810176,63.9697147998,61.6774995666,78.3150059769,58.6161446937,76.5046547703,60.9025784249,61.9765054963,77.3178327334,48.2336028621,,46.3130852527,47.9355211087,57.8273491489,67.8921412869,77.1551971408,78.3150059769,61.6774995666
08-15,53.7843728549,47.0755254544,46.9470328498,72.8300696873,62.1970234542,60.6497413832,77.3405122926,57.0119455094,75.6365935298,59.9115158417,60.2709160118,75.9726422819,47.5466572273,,46.9470328498,47.169751809,55.7209164476,66.4502419475,75.9054325315,77.3405122926,60.2709160118
08-16,56.346150877,46.3185670563,46.1062221574,71.7404333104,59.2078077526,59.1562180425,76.323512711,55.8009890503,75.5284747319,58.069641415,59.5312075117,77.7018424201,47.6520537937,,46.1062221574,46.5852644038,56.1280861463,64.4148978312,76.1645051152,77.7018424201,59.1562180425
08-17,52.7074733231,46.0589080693,44.8474056818,70.4418583689,66.3947111385,58.8932498075,74.1608663912,56.0199384219,72.6328445364,57.2056225684,59.2298055604,85.8262739399,46.8671744528,,44.8474056818,46.220561346,54.6949523824,68.0135700307,73.8552620202,85.8262739399,58.8932498075
08-18,54.8980410348,47.4851093995,44.1368397643,70.0110749639,66.1524559181,59.0758592935,73.0874113965,54.9687741569,71.6245148251,56.3283108427,57.9010286092,85.6317400465,50.4882051127,,44.1368397643,48.0857285422,54.9404809081,67.6959035364,72.7948320822,85.6317400465,57.9010286092
08-19,55.8385484793,46.801717217,43.1473009904,69.4150026581,66.4811329064,59.1483068732,70.8695218435,54.7755100032,70.1699041003,55.0581181903,56.6376316818,83.2771507207,48.7204134477,,43.1473009904,47.1854564631,54.9450749155,67.6546808071,70.7295982949,83.2771507207,56.6376316818
08-20,54.4493219871,45.8563885563,43.3974427668,68.6941958797,65.0693535585,59.2291934441,69.3179672163,54.0091513017,69.3813507669,54.9220852872,56.921309302,82.1934516948,47.0328273361,,43.3974427668,46.0916763123,54.273253713,66.519290487,69.3686740568,82.1934516948,56.921309302
08-21,54.2598464515,46.435882012,42.0243814002,67.5600028526,61.8322101021,60.2798046481,68.9734340473,51.3632436223,68.4485540745,53.2496462889,56.7820178621,83.0667200398,45.226863946,,42.0243814002,45.4686675592,52.4950852222,64.1233272023,68.8684580527,83.0667200398,56.7820178621
08-22,50.327182089,46.3925754178,41.7567037288,67.304219884,64.4447720544,62.3492526973,67.4580312862,55.0327822467,67.361348956,52.3266730533,55.0971744847,84.1465788639,44.4611401006,,41.7567037288,44.847427164,51.5268766676,65.5885511863,67.4386948201,84.1465788639,55.0971744847
08-23,48.8057703278,45.9669615907,35.6422312434,67.3690693337,63.2661974363,63.2806687775,66.4216898835,48.8893835127,66.9085512386,51.3498850816,53.5552057762,83.8213021421,43.9823014331,,35.6422312434,44.3792334647,48.8559382387,64.5370772199,67.2769657146,83.8213021421,53.5552057762
08-24,47.9912953712,45.8520060405,41.0201405671,66.9766822683,62.7819533381,65.466215002,65.7169704961,52.4653149697,67.0577025669,50.6815370961,52.669216739,84.0247446928,42.8866913278,,41.0201405671,43.4797542704,49.6054404062,65.5665171996,67.0414985071,84.0247446928,52.669216739
08-25,48.0322091287,47.8331237586,40.2331285296,66.4045225425,61.4255120297,67.6358953001,68.6847842399,44.9102983552,65.7367570209,49.6251794757,51.0430738856,87.9689172632,38.4485319973,,38.4485319973,41.1685624947,47.9525749806,66.0038632295,68.475006452,87.9689172632,51.0430738856
08-26,47.36043279,48.1208207917,39.9396103115,66.4839997177,62.8931123982,67.274198784,68.0707378635,46.1377788875,64.7181608965,49.2562347688,49.6643792512,87.0915057499,46.0220857236,,39.9396103115,46.0452243564,47.816665591,65.424496425,67.9114300476,87.0915057499,49.6643792512
08-27,48.287734974,49.3760105412,39.3497536678,66.9938652178,62.3272562905,67.3436844762,66.2134594896,42.4719775069,64.3089952821,50.8774532984,48.5888153318,88.2633186739,50.1689795263,,39.3497536678,43.6351290003,49.0611324574,65.0707809651,67.2737206246,88.2633186739,50.8774532984
08-28,48.9475025821,48.4259093178,41.0047303721,67.625420781,61.4620553409,70.2155174902,65.7728657516,44.6423090787,63.3809954573,50.4535900005,47.2271680821,86.5471288202,51.1196285892,,41.0047303721,45.1592808794,48.7388652764,64.337743575,69.6974981484,86.5471288202,51.1196285892
08-29,45.4462695789,47.6544824606,38.9422897596,67.6064007834,60.6601441786,68.477634745,64.8062053129,48.1306962171,61.7753158594,50.278203023,41.4440985127,86.0219432486,50.4375372822,,38.9422897596,42.2445327259,47.9402107145,62.9876716408,68.3033879527,86.0219432486,50.4375372822
08-30,48.1546644412,46.718578274,38.904342356,67.3200147359,60.1675859708,70.9595375164,63.354780448,44.7902365205,60.9779308238,59.6089215828,40.248269369,84.7512544373,48.725743209,,38.904342356,41.1566627993,47.5802299743,61.9286706735,70.2316329603,84.7512544373,59.6089215828
08-31,47.9826946225,46.4624501206,40.1080213174,66.2540613989,59.1501463831,70.2866443516,62.9831372511,39.0860211986,60.0878262193,58.4326092577,40.0115769724,77.492977835,47.2105344103,,39.0860211986,40.0308658414,46.9113006944,61.245950632,69.4801277611,77.492977835,58.4326092577
09-01,47.1372662833,45.4684361383,38.3558793548,65.3821449538,58.2795158466,69.7820341715,61.8246864751,43.4152214097,59.4738707252,58.1264333657,43.10895257,75.9636192382,45.4357300023,,38.3558793548,43.170206338,45.4553536839,60.4141970252,68.9020563279,75.9636192382,58.1264333657
09-02,45.737252451,45.2651211491,39.7587518279,64.5573675043,57.7106384121,69.8161829575,61.6591294889,40.3915517394,58.3951180874,57.8366837677,38.2916187771,74.5136076846,44.464086536,,38.2916187771,39.8853118102,44.9447073039,59.700722648,68.7644198669,74.5136076846,57.7106384121
09-03,44.8448560807,44.8527863411,36.910922691,63.5722674435,56.8109538366,68.9167494135,60.7279038621,38.7967117819,57.5645803294,57.0318245611,37.137841925,73.2132762123,43.2315340927,,36.910922691,37.4696158964,44.1995272855,58.8299097425,67.8478530195,73.2132762123,56.8109538366
09-04,44.2617722285,43.9809760269,36.4825868553,62.7376670803,56.3718717075,68.7746432581,59.7226711757,36.0680147742,58.458247078,57.2368401665,36.2692895406,72.2538637405,42.2349757915,,36.0680147742,36.3119490036,43.2825759327,58.9640167171,67.5672480225,72.2538637405,56.3718717075
09-05,43.1530292554,43.5541947266,36.3637871799,62.3937819607,61.1196215898,68.4538767443,58.2738526536,37.1701547933,56.8286603961,52.8577078506,44.6008250633,70.8602859947,41.1413296032,,36.3637871799,37.9643897553,43.3937285381,59.4121602281,67.2418577876,70.8602859947,52.8577078506
09-06,42.2493215674,42.5920466718,41.9664043499,63.0542772678,59.7488853531,67.2613688644,57.585343346,35.9686198449,57.2360584613,51.2416672007,43.4384806626,69.2125584887,40.0115947938,,35.9686198449,40.402556705,42.4549566301,58.4507601488,66.4199505451,69.2125584887,51.2416672007
09-07,42.4144274064,41.9165855143,34.8762004886,63.7051250574,58.4204893959,66.4811712951,56.6719514007,36.1092237742,57.3214713443,50.4779234127,42.2672744285,67.0597758385,38.9536480913,,34.8762004886,36.6781086376,42.1269988628,57.7610785649,65.9259620476,67.0597758385,50.4779234127
09-08,45.8603979531,42.1683926222,36.0156894477,62.4681453463,57.8056085968,66.2293656317,55.7188686215,35.7191244854,56.8127339228,49.2943764005,41.4539814142,65.2297042216,37.6630450664,,35.7191244854,36.3451605714,41.882628139,57.2098837924,64.6773924465,66.2293656317,49.2943764005
09-09,47.0148502352,41.6977415984,40.3061966782,62.0380899791,57.060521218,65.5548644153,61.7890345937,37.1287978129,56.2654268264,48.9309616157,40.847121301,63.2550792584,36.3770038448,,36.3770038448,37.7642775859,41.3574934794,58.9519265683,63.0116814025,65.5548644153,48.9309616157
09-10,46.6224339076,40.479940734,34.5223233721,63.5487716839,56.4330297727,64.7244779508,61.2871386764,37.9929380884,56.0958817278,49.0068148021,39.8941788094,61.7264301808,34.6049157798,,34.5223233721,35.2825202415,40.2456359642,58.3746733342,63.1843033833,64.7244779508,49.0068148021
09-11,45.4838124159,40.3639524892,34.1910957419,63.4879892753,55.3556847357,64.0315005682,61.2751334324,34.6356130156,55.358306811,54.2672899091,38.8179247553,59.383523063,34.3001055078,,34.1910957419,34.3672070094,39.7455413956,56.9683933118,63.0454181068,64.0315005682,54.2672899091
09-12,45.1548309674,39.7959306598,37.8724583539,62.5404929871,55.0109821666,63.638260563,62.3069099797,34.9369986348,55.1025256887,58.9818262149,38.0145587362,58.159077676,34.2286589614,,34.2286589614,35.5240905786,39.0833818903,58.4881770916,62.4937763856,63.638260563,55.0109821666
09-13,44.3781290911,42.8285442647,42.9557970152,61.3545982925,53.8538997465,63.062496386,62.6037296627,34.1792783905,54.9303511198,61.2844185123,37.7007762813,56.6408454953,35.9586968934,,34.1792783905,36.307112771,42.904895915,58.4982747021,62.3539033886,63.062496386,53.8538997465
09-14,44.1508840553,46.2494420986,48.321773262,60.9326913126,52.715018346,62.0881228154,61.532888639,33.7464867115,52.9192666139,63.490304231,36.7584213963,55.6609267257,37.8417685617,,33.7464867115,36.9750908294,45.4100188813,57.7696325605,61.9770759801,63.490304231,52.715018346
09-15,46.0151766158,44.9063938857,50.944949924,60.3295930603,52.0519843792,63.7139120742,61.3831287923,33.0272497532,53.4368378528,61.1213295588,35.7856668075,58.3924277297,38.542463845,,33.0272497532,36.337026215,45.5716635238,59.1672938619,61.3307689456,63.7139120742,52.0519843792
09-16,54.9555537649,45.1975265868,54.3380534325,59.6947888313,52.1756225519,62.9613966827,61.1494175723,33.0603122834,52.6345522832,59.6853391934,35.0759773819,58.8739320924,54.9060647399,,33.0603122834,37.1002872229,52.4509803907,59.1984949328,60.8584918241,62.9613966827,54.9060647399
09-17,55.2346313555,45.4604582206,52.6929205226,59.2192267035,50.488155143,62.5996099104,61.2907782988,32.0339560428,52.420122509,58.2182226639,34.8130972788,58.2918148957,53.1435309435,,32.0339560428,36.9425694672,51.6473355626,58.2476595566,60.8764679797,62.5996099104,53.1435309435
09-18,55.2866718634,45.419326806,51.1743010747,58.445367044,50.5700008719,61.9171736178,60.4842637383,32.6325681459,51.7228897461,57.7614844651,33.5673739683,57.0523769308,51.8114995259,,32.6325681459,35.9377645358,50.9325809936,57.3360199445,60.0764843994,61.9171736178,51.8114995259
09-19,53.97567968,45.1382040857,51.8850052807,57.6890829301,49.2170427558,61.0064093571,60.9292419526,32.1326154762,51.2249227484,57.0242113613,34.2551237257,55.480397088,53.228240834,,32.1326154762,36.4317397977,50.4217707514,56.0979227973,60.2812101481,61.0064093571,53.228240834
09-20,53.6200623567,44.7129379313,53.4969607497,57.1477771369,49.6052249596,60.475446079,60.2166009778,37.8560477704,50.3506976763,56.1406966795,33.4190498812,54.7461471618,52.0064109922,,33.4190498812,39.2274258026,50.0525085896,55.3039669689,59.6028362096,60.475446079,53.4969607497
09-21,52.6521373351,43.9677617991,53.6108448401,58.3313321203,48.8751599634,61.9751863724,59.0974183171,36.5268357294,50.5889225094,55.0210358693,33.0599252632,53.5644348952,50.9048996774,,33.0599252632,38.0150209433,49.903417491,54.1749212518,58.9442010778,61.9751863724,52.6521373351
09-22,52.0801020172,43.5741143588,52.7220283554,58.7443191639,47.7254388157,61.5312315056,58.5105684815,36.9309749424,49.9815827662,54.269591493,32.5380188568,63.8461518473,49.8808292702,,32.5380188568,38.2596028257,49.0186730884,55.9659822884,60.9738490372,63.8461518473,52.0801020172
09-23,51.098770306,43.4103625796,60.5488811504,59.100994123,47.2397666578,61.7749495706,57.8601331599,40.8951607972,48.91972314,54.1178149984,31.9721798082,70.1042653899,49.1718665239,,31.9721798082,41.3982011537,48.2477405472,58.3564775451,61.5297358866,70.1042653899,51.098770306
09-24,50.6322209446,43.0271898543,59.9439956571,58.5993606512,46.7383018025,60.8647651238,57.6516624014,37.7355985173,48.8332421329,53.3993781572,32.2664837356,69.0924819061,48.0342590494,,32.2664837356,38.7939167847,47.5158761506,58.0307417013,60.6806112305,69.0924819061,50.6322209446
09-25,50.3653364483,42.6943803061,59.1022986114,57.6208784182,46.1851741951,60.787958646,58.0994873334,36.1857667596,48.4114258571,53.1482835105,31.2207113798,68.1941322074,46.8453294877,,31.2207113798,37.4874894689,46.5812673707,57.8123219843,60.4508266391,68.1941322074,50.3653364483
09-26,49.7805537,41.8914995608,59.119346549,57.335772481,46.488960972,59.7553155578,58.5508921331,36.0102881889,48.3546140666,52.6402997393,31.156693866,67.2663027084,46.2058017265,,31.156693866,37.1865304633,46.3756972738,57.8218203418,59.628121756,67.2663027084,49.7805537
09-27,49.7446194059,42.3505359639,58.3367934112,57.4143803202,45.9988304601,60.2278020103,58.9332921367,36.6470621894,47.7119604883,51.9944957383,31.7484227382,66.2911318879,45.020984389,,31.7484227382,37.7877569443,45.6076920316,57.7833455566,59.9689000356,66.2911318879,49.7446194059
09-28,49.1802640423,42.8052396626,58.2003988533,57.1601742931,45.70934235,59.8054137879,63.7072462464,36.947075526,47.8252720058,51.7772091338,28.7297085498,65.6976560858,44.0128677612,,28.7297085498,38.1187083533,45.0307525145,57.5762641172,62.9268797547,65.6976560858,49.1802640423
09-29,47.9468529206,41.7589773858,57.6393699337,56.5736986007,44.6422209118,58.4481593036,68.5949413343,36.9514963214,47.2405545682,51.4761140342,31.2129911622,64.796142356,43.268060901,,31.2129911622,37.9129925343,44.0925569075,56.9999671339,63.5265457455,68.5949413343,47.9468529206
09-30,47.5457160182,42.1065433169,58.0773431232,60.1585475623,45.0446590826,58.7198741785,68.2561337407,36.9921344129,47.00392482,50.8211257042,31.5930221959,64.4376230506,42.1110781653,,31.5930221959,38.0150161937,43.8712267156,58.3343555453,63.581807953,68.2561337407,47.5457160182
