date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,0-Min,Min-10%,10%-30%,Stats. Shading,70%-90%,90%-Max,Median (POR)
12-31,34.5917035098,45.9117477099,23.2389658001,44.483142737,62.1760132273,54.6103721729,45.6561283177,53.1001556401,51.4897201734,47.9589111545,49.842066618,27.0740613978,48.1197240859,36.2095746019,23.2389658001,28.5775898202,45.1869340854,50.5011280402,54.3083288663,62.1760132273,47.9589111545
01-01,34.3383455288,44.8637110135,23.9146442189,44.6121825088,62.0605601294,54.4093443872,45.2361318084,52.5204789268,51.7077862419,47.3715320573,49.6574168083,27.1410851205,48.3789910995,36.2802644053,23.9146442189,28.5805372022,44.7630996116,50.4775645817,54.0315712951,62.0605601294,47.3715320573
01-02,34.2685346866,45.6759234533,23.6147613921,44.5742573026,61.7645810266,54.1213913697,45.1579658898,52.6311056059,51.2454125557,47.335195424,49.0652692837,26.6141758187,48.1535211415,36.1385521448,23.6147613921,28.1450475923,44.9244824549,49.9373265925,53.8233342169,61.7645810266,47.335195424
01-03,34.3046012257,45.0333792598,23.7790917139,43.8514553541,61.6618506625,54.0114788636,44.9977397047,51.6905063913,52.2365909487,47.562285001,49.2636703971,26.5750644247,48.2297577838,35.9644120233,23.7790917139,28.1209717849,44.5392259644,50.2344047948,53.6565012806,61.6618506625,47.562285001
01-04,33.6021166204,45.0267265991,23.2628722424,44.2650324141,61.1094523343,54.0377274792,45.1067689197,51.5155282476,52.0079350317,47.2970356308,48.6648891086,26.0509626705,48.2999342508,35.8262112023,23.2628722424,27.5611934605,44.7220489251,49.8051447642,53.6317689897,61.1094523343,47.2970356308
01-05,33.7540569326,44.3488939189,22.8426360196,44.0185956568,61.3526225691,53.7658154321,45.0440021943,51.0184250822,52.2877724125,47.2876345905,49.0032697566,27.4966296514,48.2235465908,35.6828107836,22.8426360196,28.7481151077,44.2167746141,49.8093318868,53.4702068282,61.3526225691,47.2876345905
01-06,34.414930964,43.8696957868,23.0960662685,43.5781391567,61.2256579623,53.7839335333,45.0174041806,50.9742530042,51.1996857615,45.122188701,49.3998123961,26.9310383806,48.2712632588,35.6291037835,23.0960662685,28.4278168973,43.7530731348,50.0295886393,53.2670839789,61.2256579623,45.122188701
01-07,34.2360900881,43.7734766147,23.1909226242,43.5482509509,61.0563807164,53.6583042195,44.8640207641,51.1141172839,50.963484275,44.3904068587,49.30965477,27.6027883905,48.234198396,35.5855819193,23.1909226242,28.92944873,43.6833863492,49.971186572,53.1494668324,61.0563807164,44.8640207641
01-08,33.8290245913,43.629908013,23.269377575,42.9812726954,61.1267794952,53.9072392618,44.8616213343,51.4839526294,50.6464676628,49.1936416701,48.5603230081,28.1173285421,48.2358847551,35.3202073234,23.269377575,29.259667752,43.3704538859,49.7747720672,53.4225819353,61.1267794952,48.2358847551
01-09,33.7810088033,42.2069116997,22.8612770167,42.8994639526,61.0867629431,53.6116448449,45.1274246969,51.4866400251,50.8812272965,48.9523489088,48.8019781487,27.3433356528,48.4830908895,35.3031049521,22.8612770167,28.6308702829,42.6224430514,49.7239002639,53.1866438809,61.0867629431,48.4830908895
01-10,33.8797304032,42.6621485651,22.6156152967,42.5223021025,61.1615037917,53.2739869601,45.2300708795,50.6085340276,51.1433234607,48.0966191451,48.526666654,27.7502255953,48.0122795801,35.1761618295,22.6156152967,28.9761265569,42.6062099801,49.3594136034,52.8478542602,61.1615037917,48.0122795801
01-11,33.9708754451,41.1417691661,22.5957100939,42.7697962871,61.1649301142,53.3170007656,45.3758660532,50.6557634414,52.0122815688,47.7370640827,49.2017216844,27.3581578041,48.1370036641,35.1887929391,22.5957100939,28.6807013323,42.1185854387,49.7833383872,53.0560569262,61.1649301142,47.7370640827
01-12,33.5075178023,41.218795748,23.0933993912,42.1250800617,61.1007077489,53.3154356282,45.1014300133,51.730466093,51.5702613263,47.5446873856,49.2825408065,26.9919745691,48.0999531589,35.0664309285,23.0933993912,28.2950832157,41.7625663362,50.1976290145,52.9984417211,61.1007077489,47.5446873856
01-13,33.466565773,40.4275815788,22.6515811105,42.1400955567,61.3282810512,53.3630296803,44.7968291097,51.5056480528,52.1379980748,46.1166424339,49.2018075505,28.0893631268,48.0616589481,35.0427748827,22.6515811105,29.1648036561,41.4550899656,50.1233437514,53.1180233592,61.3282810512,46.1166424339
01-14,33.9861521235,40.545544597,21.5618193089,42.3705401469,60.6224859379,52.8443287687,45.5550970732,51.0939618875,51.4349834165,46.3575056429,49.1121267248,28.2688592841,48.157702027,34.9496132158,21.5618193089,29.412317852,41.6405419269,49.9048607899,52.5624596983,60.6224859379,46.3575056429
01-15,33.5587521419,39.7497685882,21.5444363384,41.7902468437,60.8171110386,53.2943702269,44.945456486,58.7458250753,51.5827482198,49.3098994633,48.4266782055,27.2901588164,47.8278117337,34.8311796347,21.5444363384,28.5438774815,40.9740555415,50.2190389659,57.6555341056,60.8171110386,47.8278117337
01-16,33.4549675075,39.3139032768,21.6180543785,42.1644718132,60.6625059506,52.4279179145,44.8688105478,50.615113656,50.281669733,47.8216296678,48.8127567011,27.9259946379,48.1578217639,34.9618059305,21.6180543785,29.0317892118,41.0242443986,49.4003219139,52.0653570628,60.6625059506,47.8216296678
01-17,33.4825848705,39.0067661312,21.3383454259,41.6940996921,60.468945581,52.9518573053,45.2230756572,57.9262253146,50.5105153641,43.8387959546,48.2325066429,27.6277182703,48.0943556539,34.677945887,21.3383454259,28.7986915904,40.6191662677,49.1437101314,56.9313517128,60.468945581,45.2230756572
01-18,32.8541424268,39.5340988815,22.0517396383,41.6061094481,60.2769345011,52.7605868801,44.7643079715,47.7106982077,50.6079375664,48.2796522845,48.5972940349,28.0137681096,48.0808485886,34.7604231658,22.0517396383,28.981842973,40.7773052215,48.4067089847,52.3300570174,60.2769345011,47.7106982077
01-19,33.5480808814,38.9171168263,21.0811705822,40.5713528686,59.6478984938,52.5633728918,45.0866783488,48.4177942519,50.8511035915,49.9092844925,48.3155956912,28.1605384842,48.1779454455,34.8525983544,21.0811705822,29.2380469637,39.9096584517,49.0143903482,52.2209190317,59.6478984938,48.1779454455
01-20,33.4885598695,39.1189911935,21.5069256789,40.1851271274,59.3972029536,52.5987248992,46.2410212962,54.999795537,50.4933696313,45.2292398863,47.9563575319,27.2295840382,47.9421788817,34.9807541161,21.5069256789,28.4813792044,39.7586727539,48.9711623716,54.5195814095,59.3972029536,46.2410212962
01-21,33.3688069461,38.5990927077,21.625930161,39.2776614001,59.4603592466,52.8944540828,44.9006776568,48.9280429813,50.7076516615,48.4636331099,48.1958197941,27.5852430243,48.2127715757,35.0996077545,21.625930161,28.7419558087,39.0062339232,48.6493970584,52.4570935986,59.4603592466,48.1958197941
01-22,33.1548738516,38.6014586017,21.5719496644,38.4768096218,58.8341477252,52.5139659583,44.671410626,63.6943550782,51.2741019423,48.9875822783,48.2745034499,28.1448390453,47.8888708238,35.2059599,21.5719496644,29.1468460066,38.5515990097,49.9021901439,57.5701113718,63.6943550782,47.8888708238
01-23,32.9020119846,39.1595999129,21.3131294692,38.5773891407,58.4376252239,52.5479517574,45.625255205,46.9007540474,50.5027552289,44.5419897961,48.1663029471,27.5552656051,47.8098881003,35.300774064,21.3131294692,28.624614881,38.9267156041,47.952454039,52.1389124517,58.4376252239,45.625255205
01-24,33.0076473601,38.6791779193,21.4318656423,38.0088716767,58.1567646824,52.5461076449,45.1701726638,57.3359603203,51.5930423495,49.1764777551,48.3093145353,27.5844925697,47.6080870852,35.4238741057,21.4318656423,28.6691235278,38.4110554223,50.1431035929,56.3779897852,58.1567646824,47.6080870852
01-25,33.3486482646,39.2542005613,21.7539299518,37.5930140963,58.1560295502,52.2657082411,44.559630816,48.893054891,50.5278611485,48.4602017961,47.5995479016,27.7862739639,47.6727207528,35.5556865301,21.7539299518,28.898748824,38.5897259753,48.6333430341,51.9181388226,58.1560295502,47.5995479016
01-26,32.9228401726,39.2481613567,21.7478907261,37.3758686169,57.9589784293,52.5821026491,45.7897915639,47.7272602225,50.6937968928,44.5067541256,48.1172272872,27.7793656565,47.3198680433,35.5020222136,21.7478907261,28.8080605597,38.4992442608,47.8832470484,52.2044414979,57.9589784293,45.7897915639
01-27,33.2529400683,39.2441007279,22.0326368777,37.4388410055,57.8251665668,52.8762120578,45.5111486648,46.6138628852,51.4396184427,44.4857467389,47.570098802,28.0751465958,47.3826643018,35.4414315134,22.0326368777,29.1107052903,38.521996839,47.4576381019,52.5888933348,57.8251665668,45.5111486648
01-28,33.2079764934,38.9284311639,22.5544468699,37.0479903718,58.0127748505,52.4928877482,45.5417952583,56.4217534627,51.7293366175,43.5861368643,47.4576774335,27.5627793876,47.1765409876,35.5024898715,22.5544468699,28.6918188088,38.176254847,49.1663411071,55.6359803198,58.0127748505,45.5417952583
01-29,32.6941186284,38.9191398396,22.2210739343,36.9047430902,58.6088792094,52.5875249329,46.2933693174,47.7499814265,50.8212348142,49.5104960188,47.8728375665,27.6077560411,47.1266407102,35.12664573,22.2210739343,28.6250285586,38.1133811399,48.5279009474,52.2342669091,58.6088792094,47.1266407102
01-30,32.8800684134,38.4772496511,24.1767587453,36.5185620608,58.4895472081,52.3307085542,45.1382423184,55.9453438969,51.1005102119,47.321734536,47.8033949142,27.0020752741,47.0303336799,35.1843270816,24.1767587453,28.1776739019,37.693774615,49.1222410333,55.2224168284,58.4895472081,47.0303336799
01-31,33.0772971973,38.3510794701,22.7113861955,36.721368556,59.1880280449,52.4561727095,46.1352524401,46.8469269709,51.8501971966,48.4366831259,47.9217981077,27.3326764037,47.1883321091,35.4267358227,22.7113861955,28.4816005624,37.6991951044,48.127752115,52.334977607,59.1880280449,46.8469269709
02-01,32.8059470838,38.2086872386,21.8534635737,36.3320463054,59.3683424958,52.6830060385,45.1795725078,55.8831472162,51.0823541357,43.3577890326,47.8993265488,27.7121043939,46.9058172386,35.215605728,21.8534635737,28.7308729318,37.4580308653,49.1725375836,55.2431189806,59.3683424958,45.1795725078
02-02,32.4058096974,37.990044065,22.4306182729,36.3831032408,59.2798020418,52.7205553278,45.2546754162,50.2901463674,51.8591809899,48.1129904999,47.4846531635,27.3832915384,46.9176945718,35.0781873886,22.4306182729,28.3877951702,37.3472677353,48.9838528469,52.5482804602,59.2798020418,46.9176945718
02-03,32.5487292709,38.4155575547,22.0053347375,36.6065035117,58.696362665,52.0445957004,46.1331110046,56.058837554,51.994867531,47.5179629042,47.0894552078,27.2287503256,47.0379262627,35.2726193359,22.0053347375,28.2927461147,37.6919359375,49.3087247549,55.2559891832,58.696362665,47.0379262627
02-04,32.931332566,37.773007294,21.6995263395,36.1417378846,58.8890954042,52.0157367853,45.7091869132,46.2317345003,51.8736809469,44.7749415224,46.9674879903,26.760256855,46.7341489543,35.2543319139,21.6995263395,27.9944719972,37.1204995303,46.8274845687,51.9873256176,58.8890954042,45.7091869132
02-05,32.3949676475,37.2356152531,22.2633248324,35.7557084794,58.608646879,52.6904117504,45.1528820616,47.374617807,51.1873303052,47.4861669393,47.6378488807,27.0961103265,46.5668548273,35.4784766614,22.2633248324,28.1558817907,36.6436525436,47.5468397159,52.3897954614,58.608646879,46.5668548273
02-06,31.7958177527,37.7923215221,22.0722247194,35.3628464652,58.7517834304,52.4455459422,45.6739047736,53.2170436663,51.0968815448,46.3589330281,47.6317781129,26.59351626,46.15504123,35.3710498592,22.0722247194,27.6339765585,36.8205314993,49.0178194856,53.0627441215,58.7517834304,46.15504123
02-07,32.2945378947,36.7462924023,21.5529134423,35.9139078905,58.7704611566,51.8493296448,45.2358459543,53.2332779581,51.7219688698,45.8847557012,47.1519140031,26.8538993844,46.4893547024,35.4207300863,21.5529134423,27.9420270865,36.4133385976,48.9799359498,52.9564882954,58.7704611566,45.8847557012
02-08,31.8968511474,37.1058418592,21.5958245538,35.4945790047,58.2494230771,52.2169854586,44.903154381,56.7472901202,51.8982938689,46.2270086525,47.4015897479,26.9310940554,46.2426623199,35.5840464311,21.5958245538,27.9242454738,36.4613367174,49.2002713963,55.8412291879,58.2494230771,46.2270086525
02-09,31.9429040456,36.6366487127,22.228551573,35.6586564808,59.163876626,51.9190006703,45.5913270478,56.8820590117,51.2719909478,46.389820448,47.7773653302,27.4172108492,46.1060448568,35.3729711184,22.228551573,28.3223494885,36.2454518199,49.1752155772,55.8894473435,59.163876626,46.1060448568
02-10,31.7274636305,36.3138138678,22.1498632821,35.9560471166,59.3002821171,52.480371258,45.6006990157,56.4518584207,50.9106319041,46.8189645081,47.5493729538,26.6922576669,45.9919018207,35.2364200279,22.1498632821,27.6992988596,36.1707071673,48.8938765339,55.6575609882,59.3002821171,45.9919018207
02-11,31.6458126593,35.9438961241,22.1568689141,36.2333872939,61.0466223891,51.8630099008,44.8930765501,57.1785298661,51.6556644278,46.5747865875,47.6554114069,26.9518605045,45.9890912932,35.4956425775,22.1568689141,27.8906509354,36.117590826,49.2555126153,56.1154258731,61.0466223891,45.9890912932
02-12,32.0001435761,35.7223654185,21.3329133003,36.4330522492,59.8391013442,52.2416280874,44.9932671404,56.9801287397,51.0319252904,44.5587422185,48.0476018728,27.5661688454,45.6898293358,35.3012864151,21.3329133003,28.4529637915,36.1487775169,49.2413312398,56.0324286092,59.8391013442,44.9932671404
02-13,31.6658470782,34.9340850541,22.2932450151,35.339832559,59.7772144955,52.4437581468,45.3860772031,57.1811963863,51.6349283213,45.665602305,43.9196421899,27.2282179004,45.6354866872,35.6531864682,22.2932450151,28.115743736,35.177533557,48.0533327115,56.2337087384,59.7772144955,45.3860772031
02-14,31.5660190802,35.982536054,22.5016612456,35.5609727054,59.4925788552,52.7865224036,45.8075600748,57.6621008503,51.9035225711,43.6631476019,43.9581074276,27.9501863075,45.5305361977,35.3959052873,22.5016612456,28.6733528621,35.8139107146,48.2459450733,56.686985161,59.4925788552,43.9581074276
02-15,31.7784974146,36.2358305965,21.7449084101,35.7904740986,61.5783541104,52.9534583009,46.7572526167,47.4991279567,50.9887059546,46.1030600719,44.20152723,26.966557968,45.2761634597,35.2664800858,21.7449084101,27.9289458573,36.0576879974,47.0540027527,52.5605078317,61.5783541104,45.2761634597
02-16,32.0037435888,36.3211301355,22.6935816827,36.2798127532,60.5806729394,52.8673447754,46.9017036814,57.4581289135,51.1011627392,44.3339690683,44.0144058365,28.0349496375,45.2112245847,35.4971832839,22.6935816827,28.8287084278,36.3046031826,48.5814873046,56.5399720859,60.5806729394,44.3339690683
02-17,31.83902811,35.6255153223,22.5280924499,36.9068568375,60.1289807011,52.5430412504,47.382418149,48.7568604788,51.0743143488,43.8732060619,44.8688549246,26.1824070037,45.1392410979,35.5180596952,22.5280924499,27.313731225,36.3943202314,47.9321950809,52.2492958701,60.1289807011,44.8688549246
02-18,32.096223112,35.7169023473,22.2712807344,37.941395473,60.2555881747,53.270509261,47.6328120266,56.9414384794,50.8567127239,43.9601412562,43.0202573783,28.0251150742,45.2391404955,35.442543342,22.2712807344,28.8393366818,37.0515982227,48.9223723055,56.2072526357,60.2555881747,43.9601412562
02-19,31.8079103321,35.8686766988,22.3144627259,38.3692916973,59.866768419,53.7437186407,48.78296849,46.7160297793,50.4678648588,46.1789548933,43.7800324857,27.1617266711,44.9897585952,35.6220841035,22.3144627259,28.0909634033,37.3690456979,47.5428052635,53.0885478843,59.866768419,44.9897585952
02-20,31.1366475934,35.3707542372,21.881783836,38.3927581965,60.6233062022,54.4151242253,48.2259956825,46.8135015691,50.0570386256,46.9134855876,44.6048092064,27.5195341705,44.8145648466,35.5240717058,21.881783836,28.2429568551,37.1839566128,47.4384896256,53.5435071053,60.6233062022,44.8145648466
02-21,31.3071789807,35.2684541564,21.8014946943,39.2423715117,60.5706135463,55.817621227,48.4644864571,46.6651253841,51.0476666745,46.4393786967,43.9991050195,28.4952640125,44.9121232845,35.3950080647,21.8014946943,29.0576470062,37.6528045696,47.3848698133,54.8636303165,60.5706135463,44.9121232845
02-22,31.2912165061,35.2980661504,22.2615558258,40.1109762699,60.984891591,58.3334169331,49.4579106985,56.3610033469,50.1767793279,47.4421377328,43.6332494082,26.9529658411,44.6471995448,35.7628978731,22.2615558258,27.8206159741,38.1858122221,49.7454581503,57.9389342159,60.984891591,44.6471995448
02-23,31.9446639763,34.4775355225,21.967523988,40.4769739748,60.873810708,58.5498471864,49.1951814385,55.6667422233,50.653122639,43.7174176326,44.4464205188,26.9999997645,44.7775471585,35.5864728419,21.967523988,27.9889326069,38.0771985939,49.7783579187,57.9732261938,60.873810708,44.4464205188
02-24,31.581631292,34.6992346912,21.8581284778,40.4302173173,60.3197606596,58.799006424,49.663658793,47.1541340932,50.6215996265,43.8494773852,38.896093452,26.7636793673,44.8225241201,35.5686250221,21.8581284778,27.7272697523,37.2173499477,48.1579439731,57.1635250645,60.3197606596,43.8494773852
02-25,31.2228879078,35.1525164179,20.944925429,40.0722163362,60.2586976944,58.2461975816,50.0277540155,47.5513252371,50.838435398,47.3638445799,43.2752973665,26.9419548175,44.6279982047,35.7780563183,20.944925429,27.7981414355,38.1043363689,48.5418967485,56.7646451449,60.2586976944,44.6279982047
02-26,31.8905374956,35.0480240086,21.9430844144,43.1445773962,60.5731638565,58.7410756287,50.0718237558,47.1172375835,50.9620158569,47.7401096803,44.4501697109,26.905605693,44.8524144249,35.6540174716,21.9430844144,27.9025920535,39.9059560411,48.6727953105,57.1852636743,60.5731638565,44.8524144249
02-27,31.9269321912,34.5543477597,21.57320364,43.2374278859,60.3334561664,59.0976008015,49.4365113208,46.5967725996,51.2952012965,46.9726612925,45.2862340167,26.7286731591,44.8622918927,35.8874269047,21.57320364,27.7683249656,39.7641958355,47.9582013038,57.5371209005,60.3334561664,45.2862340167
02-28,31.5544905507,34.8357641702,21.7085713236,43.3891536578,60.6471619203,61.0897585095,49.9454428333,46.3113564097,50.3878777854,47.0871954612,44.392154297,26.5775177472,44.799768375,35.8977067933,21.7085713236,27.5729123079,39.9677978627,48.23049441,58.5953050933,61.0897585095,44.799768375
02-29,,34.0820054132,,,,61.3784368486,,,,46.6309381081,,,,36.1184642735,21.7085713236,27.5729123079,39.9677978627,48.23049441,58.5953050933,61.0897585095,44.799768375
03-01,31.4312171984,34.654719657,22.2012040519,43.6071657146,60.6689672159,63.1324249453,49.2707013716,46.1573732478,51.0154364275,46.6186115337,44.6296391856,26.933655814,44.736592294,35.8302004246,22.2012040519,27.8331680909,40.0261872915,47.6794474689,58.7382610582,63.1324249453,44.736592294
03-02,31.6049759557,34.5228550382,21.3662977689,43.2730492552,60.5307260261,66.6831888057,49.9353105504,46.1508707656,50.1337717642,43.6736985063,44.528074206,27.4948115649,44.655976354,35.6460020056,21.3662977689,28.316844443,39.7729715684,47.6646466795,58.4513351737,66.6831888057,44.528074206
03-03,31.9967893541,34.4306125956,22.1109527468,42.7659514638,60.857156163,67.0794315866,49.9943439367,46.3368249079,50.8255974187,47.3577275749,38.5730522436,27.5615791196,44.5747650707,35.9617895416,22.1109527468,28.4486211665,36.9160763844,48.4123741196,58.8508444141,67.0794315866,44.5747650707
03-04,31.7838969612,34.2116517511,21.7202792353,43.5067149196,60.5133360567,67.3025794198,49.9865010605,46.6398852279,51.0450564019,46.8534675395,43.8740935624,28.6805285018,44.5933038559,35.8409633753,21.7202792353,29.3012021937,39.7886896522,48.1066809479,58.6196801257,67.3025794198,44.5933038559
03-05,32.0545048713,34.3456064896,21.8049990008,33.6438161882,60.6582644715,68.6276349131,50.378836415,47.1553100703,50.4261738111,47.0389567559,44.7046258539,28.918156735,44.6685514046,35.9223277732,21.8049990008,29.5454263623,34.0648903691,48.4447206082,58.6118463394,68.6276349131,44.7046258539
03-06,32.4043108342,34.910808504,22.4257518242,43.5497663363,60.8633168441,67.1985235801,50.8177736724,47.0108445586,50.5142548679,47.0892122828,39.3192027887,28.9219140928,44.3347622195,35.8312833755,22.4257518242,29.6183934411,37.5558450748,48.4592293169,58.8542082098,67.1985235801,44.3347622195
03-07,31.8395638699,33.9794319921,22.7617202194,43.7993507019,60.4241592645,66.4899549888,50.3032338258,46.9254857838,51.0863457459,47.2968606687,44.4035407141,29.4201104057,44.4265627207,35.8144538623,22.7617202194,29.9040010986,39.871383218,48.4994099315,58.5565965608,66.4899549888,44.4265627207
03-08,32.1824431118,34.3682347762,22.41252465,43.8090092187,60.8739168403,66.3203455299,50.7604615887,54.7111378486,50.4311419649,46.7443449301,44.6036444951,29.1335452703,44.5874050516,35.7019697713,22.41252465,29.7433248386,40.0326994417,50.5628698144,59.641361042,66.3203455299,44.6036444951
03-09,32.7880507421,34.0829870228,23.2443276711,43.552207165,60.3706590415,65.2791113523,52.3703898518,62.903208804,50.2962171761,46.9651247944,44.990031505,29.1970878816,44.752001041,35.9818308675,23.2443276711,29.9152804537,39.7645191081,51.1258862464,62.3966988515,65.2791113523,44.990031505
03-10,32.1391366331,35.1239770272,22.472190193,43.32155307,60.5348354082,64.8316864514,54.166303953,54.7728746461,50.6795656826,48.4682135947,46.1090628298,29.5809705158,44.8123490984,36.163459086,22.472190193,30.0926037393,40.0425226529,52.0742609908,59.3824432558,64.8316864514,46.1090628298
03-11,31.7031080407,34.6334079777,23.0731898596,43.2355605985,60.2359793192,64.7829277342,56.4062163287,55.6330609265,50.5862214737,50.4796334657,46.0662361176,30.9965435385,44.9342069468,35.9976335953,23.0731898596,31.1378564389,39.7946995502,52.6049572548,59.4700267211,64.7829277342,46.0662361176
03-12,32.6019876428,35.2252250682,23.1207298657,43.8036341613,60.6214740897,64.8272702735,58.5180263813,55.2164024025,50.6097494713,52.0680616234,46.3613249116,30.0035983434,45.5232819382,36.0685069446,23.1207298657,30.5232762033,40.372270524,53.3273979351,60.2007845481,64.8272702735,46.3613249116
03-13,35.3376265285,34.3988061029,23.348541807,43.7610221382,61.2782362226,64.3358927635,59.1350339392,55.5065360594,50.4502490074,53.847173278,46.4358408503,30.9526232969,45.4093420999,37.6962271512,23.348541807,31.6418598581,40.3916638943,54.5109183906,60.8495957659,64.3358927635,46.4358408503
03-14,43.3442837015,34.8538460572,23.7558432824,43.1425824273,61.4424933951,64.2705292196,59.154827378,55.9718752994,50.8704515658,53.6938553736,47.1091255302,30.412935551,45.6054132641,38.0493420528,23.7558432824,31.3011176522,43.2636031918,54.6050633439,60.9849601917,64.2705292196,47.1091255302
03-15,40.6632338575,35.1713688007,23.5867103132,43.2415109348,63.7911896502,64.1242262463,60.2006291758,59.1088749334,50.8698164073,54.7743687708,48.0889797106,31.1334637883,46.0348013269,38.6254749679,23.5867103132,31.9410447907,42.2102001039,56.5081712358,63.0730775553,64.1242262463,48.0889797106
03-16,43.7152738751,38.1744675061,25.8474635577,43.3016946377,65.2186162222,63.9884798395,59.3607284804,59.7818193434,51.8149897854,58.289479708,47.8712312712,30.6243096258,45.9414320554,39.2985320086,25.8474635577,32.1343412019,43.5498421801,58.7179792169,63.1471477402,65.2186162222,47.8712312712
03-17,45.9055575792,42.440475313,27.6517584867,43.4095741633,67.5794741388,64.1366508112,58.61011776,51.7253721835,51.3536194767,59.6692678983,48.6309128069,31.9970292588,46.1160834762,39.2028427314,27.6517584867,34.0857184696,44.9071642128,54.4792704141,63.2431742286,67.5794741388,48.6309128069
03-18,51.3279499937,44.2607748663,28.1964108834,42.6590104319,69.6199151447,63.8677984872,58.0321414121,60.7193087369,51.2955489951,63.87290779,49.0659780897,26.5522583783,46.4424117302,39.4315188411,26.5522583783,31.0889307931,45.5697569847,59.107008342,63.8718859294,69.6199151447,51.2955489951
03-19,58.4851838316,45.4336732935,30.0452045448,42.4122969974,69.6634584187,63.4679531764,57.6703927644,68.2153968549,51.6121976425,64.5573264503,43.6674990016,25.7403967388,46.5521890475,39.3738749898,25.7403967388,32.5186230353,44.7272035768,60.4782915695,67.483782774,69.6634584187,51.6121976425
03-20,55.8154223111,45.5712668198,30.4340101526,42.4364841855,69.5065169228,63.3101482543,57.0979563735,60.4009864656,51.8710829092,64.3252680659,44.0835634785,26.1497348698,46.8714532173,39.6188665945,26.1497348698,32.8345049591,44.9761854833,58.4191684103,64.1222441036,69.5065169228,51.8710829092
03-21,55.163778001,45.5436840721,30.691808314,42.2287707955,70.1102041924,63.2100295215,57.0621501675,68.3707521404,52.9855604807,63.1105271407,48.8661301108,26.7298135981,46.85775636,39.6887456131,26.7298135981,32.9992008103,46.3321274448,59.4815009568,67.3386076166,70.1102041924,52.9855604807
03-22,55.2354036019,46.5450038683,30.780057307,42.0818387881,70.2619248848,62.663950056,58.437651501,68.7952545944,51.9003301703,65.5532314527,49.0088396563,26.3461545323,46.9964924797,40.0599191489,26.3461545323,33.0404136032,46.8158970351,60.128170923,68.1468499661,70.2619248848,51.9003301703
03-23,54.3837338756,47.024194441,31.4390882876,41.7785117058,71.505302338,62.6224384839,61.6080680842,66.9778601494,53.073401727,61.7962791744,49.3942892514,26.2742056438,47.0432954558,40.8630809821,26.2742056438,33.5069729713,47.0356550499,61.6833525203,66.1067758163,71.505302338,53.073401727
03-24,55.2141293543,56.4857400097,30.4347563684,42.471335432,72.4582612669,62.8467857247,62.8600112886,61.1920880548,52.8520680412,66.8423511714,48.7457536953,27.1582394715,47.3027134871,42.864915708,27.1582394715,32.8420721811,48.168537612,61.8539671228,66.0458831949,72.4582612669,55.2141293543
03-25,54.8876770521,54.9136594366,30.4864167635,42.6918531804,72.206516507,62.3578753783,62.893027488,61.5591852496,52.9324839673,64.4719449109,47.7813256443,26.2865387636,47.4894027797,43.4197556405,26.2865387636,32.9275040469,47.6645564985,61.8786613011,64.1561614263,72.206516507,54.8876770521
03-26,54.5949880544,54.7069558174,30.7975585204,42.8286628539,71.5615586639,62.8593270433,62.86654066,61.5009533337,53.3039057438,65.5655163029,47.5600641719,27.6960831986,47.3159517479,43.5841531714,27.6960831986,33.2037793871,47.4624192023,62.0443028175,65.0257211743,71.5615586639,54.5949880544
03-27,54.1112740621,54.6726880135,30.6791337092,42.7828004277,72.2276912751,62.5851005834,64.2665967755,69.1302565718,53.6361392037,64.3595577846,46.301556862,27.6781297142,47.4857611299,43.6724177814,27.6781297142,33.0998670529,47.0120794227,63.2576990602,68.1761168144,72.2276912751,54.1112740621
03-28,54.5297825987,54.5359393417,32.0953917957,42.7286126395,72.55343116,62.7194779284,65.375558121,61.833784044,56.220568261,60.2025294886,47.2943930067,28.8944391404,47.7115484143,43.6932368128,28.8944391404,34.2220359644,47.5446862512,60.8550313108,64.8443420825,72.55343116,54.5359393417
03-29,54.8464773046,56.0633578874,36.2411731861,43.6425049708,72.9752388789,64.5805411989,65.2780949367,52.3347844266,58.1052601964,60.559172181,47.4386139457,36.2432250322,47.9824326658,44.8573966965,36.2411731861,37.7230810199,47.7649051777,59.0868249903,65.1385841892,72.9752388789,54.8464773046
03-30,55.1266148319,58.4033090697,45.1642542831,43.9790877652,73.8184139924,65.616972685,66.1456882415,69.6646613049,62.4755297073,66.4272305734,46.9350098867,35.1446178541,47.7867959229,44.8310570416,35.1446178541,44.2161210688,47.4460815084,65.8284589076,69.0171751586,73.8184139924,58.4033090697
03-31,54.6793701339,57.6839427694,47.7057887571,43.9364093006,73.232001627,64.9045041773,66.2336371359,70.6452701239,62.9972833098,68.3240428281,47.18589121,35.7520645455,47.7722616508,45.7767811604,35.7520645455,44.5863056825,47.7456724933,65.4361573608,70.1810246647,73.232001627,57.6839427694
04-01,54.6064570012,61.8425337616,51.3947906968,43.7550066113,73.299433182,64.715324719,65.7286502536,70.8113609162,62.5593387859,68.8077658142,47.2187754051,35.8976567544,47.7814778888,46.8748748829,35.8976567544,44.4477603701,49.9494655736,65.1206549329,70.4106418958,73.299433182,61.8425337616
