date,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
25-Feb,15.05,12.2,28.004,28.46,23.15428571,15.05428571,12.43142857,28.55428571,8.625714286,17.1275,9.86,20.93,18.5,13.84,21.7,17.92,20.05454545,32.19636364,17.78,21.49454545,26.14181818,12.62545455,30.11818182,19.89090909,25.56909091,8.109090909,9.990909091,22.78727273,2.610909091,16.12727273,12.18363636,27.04181818,29.98727273
26-Feb,15.83,15.83,28.34,26.63,12.02,11.99428571,4.562857143,24.44,16.31428571,20.165,6.845,18.095,25.18571429,16.5,28.52,21.88,19.346,28.4,14.37636364,22.59090909,17.89454545,11.52909091,28.92363636,10.23636364,30.03636364,11.46363636,21.16727273,26.92727273,11.88909091,19.36727273,9.418181818,23.14727273,30.13454545
27-Feb,23.06,18.98,25.73,26,4.022857143,15.28571429,-0.091428571,22.46,29.06857143,20.1875,13.5725,16.88,28.94,16.02,33.92,25.04,28.71090909,19.94,24.94727273,21.26545455,24.84909091,7.454545455,27.74545455,11.54545455,33.99636364,19.02363636,23.24545455,29.31636364,21.80545455,15.37454545,21.47818182,17.17454545,18.23818182
28-Feb,24.05,20.72,18.89,23.36,2.48,15.44,-1.274285714,28.06571429,27.65428571,19.8275,19.4,14.675,19.9175,19.24,37.82,13.54,29.72545455,19.44909091,22.57454545,25.22545455,19.12181818,12.38,27.36909091,17.53454545,30.90363636,17.78,18.69636364,28.46545455,26.55090909,6.652727273,27.05818182,15.42363636,18.64727273
29-Feb,27.35,,,,8.394285714,,,,21.50857143,,,,11.9075,,,,29.56181818,,,,20.38181818,,,,30.39636364,,,,27.18909091,,,,25.06181818
1-Mar,28.34,19.34,20.39,21.08,11.78857143,11.45428571,4.537142857,30.84285714,26.16285714,14.1125,0.911428571,12.29,14.63,19.18,31.2,4.42,34.84727273,33.63636364,19.22,29.87272727,16.68363636,22.28,28.15454545,25.14363636,30.64181818,13.28,23.63818182,28.23636364,26.19090909,16.27454545,30.24909091,16.27454545,28.25272727
2-Mar,28.28,15.83,24.296,23.66,19.11714286,24.28571429,13.28,23.36,22.02285714,13.685,-2.425,11.4575,16.9925,17.04,26.7,3.34,15.76727273,40.26363636,22.65636364,31.29636364,5.703636364,28.82545455,23.65454545,29.10363636,31.70545455,17.97636364,30.05272727,28.67818182,22.59090909,25.04545455,33.08,15.91454545,29.67636364
3-Mar,28.13,11.156,30.92,24.89,25.31428571,19.68285714,22.76857143,30.09714286,23.41142857,14.6075,-1.3,20.5025,21.875,18.34,33.4,5.66,11.02181818,36.58181818,24.96363636,30.46181818,13.18181818,32.63818182,24.62,19.22,33.94727273,26.48545455,34.24181818,25.12727273,24.68545455,28.44909091,36.92545455,19.48181818,23.88363636
4-Mar,23.87,10.49,28.004,22.49,26.39428571,12.43142857,24.38857143,29.37714286,30.27714286,20.525,16.205,18.095,21.9425,20.68,30.28,23.5,19.48181818,36.35272727,28.02363636,18.64727273,26.63272727,23.11454545,27.71272727,8.027272727,33.84909091,30.49454545,25.38909091,20.87272727,26.96,25.32363636,31.29636364,21.60909091,25.40545455
5-Mar,22.31,18.17,29.3,23.72,23.02571429,14.20571429,22.76857143,20.50571429,24.67142857,27.2975,21.8075,13.4375,13.505,24.66,30.26,32.22,7.634545455,30.42909091,20.59454545,19.94,30.08545455,24.40727273,24.89818182,15.314,33.76727273,31.36181818,11.16909091,23.44181818,28.00727273,24.53818182,22.93454545,24.34181818,26.02727273
6-Mar,24.08,23.36,29.732,15.2,10.68285714,23.36,23.18,21.94571429,26.34285714,28.3775,27.4775,19.805,22.8875,27.44,36.46,33.92,4.345454546,27.56545455,24.692,24.26,33.53818182,32.01636364,32.50727273,24.94727273,32.76909091,13.93454545,17.19090909,32.70363636,31.23090909,29.79090909,13.85272727,28.46545455,25.89636364
7-Mar,27.59,24.74,27.56,9.65,15.69714286,23.77142857,11.22285714,27.26857143,26.57428571,25.8575,26.5775,26.6225,28.985,25.16,31.96,29.88,15.94727273,19.46545455,29.3,21.72363636,26.99272727,33.99636364,25.68363636,26.69818182,24.8,19.36727273,24.09636364,28.87454545,33.19454545,34.16,11.46363636,28.79272727,22.24727273
8-Mar,23.51,29.51,15.944,19.73,20.84,27.55142857,9.962857143,19.22,19.76,25.835,14.5175,27.815,30.92,23.86,19.86,30.02,20.08727273,24.06363636,24.764,20.15272727,17.78,30.83818182,17.82909091,25.97818182,21.28181818,31.49272727,30.39636364,26.74727273,32.21272727,33.19454545,9.532727273,28.17090909,16.14363636
9-Mar,14.48,28.07,12.77,28.1,27.08857143,26.34285714,10.19428571,25.77714286,18.91142857,28.0175,17.3525,28.8725,31.955,29.82,15.8,31.6,18.32,27.23818182,21.146,21.70727273,22.28,19.05636364,27.38545455,25.76545455,23.45818182,34.92909091,31.68909091,20.20181818,29.56181818,32.65454545,15.91454545,24.14545455,16.63454545
10-Mar,14.87,25.58,22.4,33.59,34.82857143,29.96857143,14.61714286,25.18571429,13.64,22.7075,28.0625,30.8975,30.65,26.66,13.72,30.08,19.87454545,18.09090909,19.18727273,30.05272727,28.20363636,16.61818182,36.77818182,27.07454545,29.87272727,35.89454545,28.02363636,23.96545455,30.56,18.46727273,9.958181818,29.51272727,24.42363636
11-Mar,17.12,18.932,25.475,34.46,31.92285714,32.59142857,19.11714286,24.36285714,20.63428571,16.3625,25.745,31.415,27.995,29.96,14.18,27.72,25.7,25.48727273,16.48727273,33.45636364,28.89090909,26.91090909,21.51090909,31.88545455,37.26909091,32.50727273,23.57272727,27.56545455,33.26,22.1,8.730909091,27.38545455,29.38181818
12-Mar,23.06,3.02,18.788,23.27,27.96285714,34.54571429,23.92571429,15.15714286,23.23142857,20.0525,33.35,31.28,29.75,33.68,11.08,34.1,29.23454545,25.07818182,19.94,33.75090909,32.08181818,30.93636364,17.61636364,33.53818182,34.29090909,32.76909091,28.17090909,32.39272727,32.50727273,25.24181818,24.30909091,24.71818182,30.51090909
13-Mar,25.61,14.69,21.47,24.44,27.88571429,30.43142857,26.62571429,20.96857143,24.18285714,24.89,36.7025,34.0475,30.335,17.64,7.86,37.5,24.63636364,17.94363636,26.10909091,28.79272727,35.10909091,34.94545455,27.23818182,28.61272727,31.83636364,33.26,28.22,20.12,27.25454545,21.03636364,28.35090909,24.78363636,24.58727273
14-Mar,26.27,23.42,29.75,27.62,21.48285714,25.23714286,26.36857143,29.32571429,28.22,17.7125,16.97,36.095,28.6925,6.92,18.82,39.32,21.90363636,20.26727273,20.90545455,32.63818182,35.56727273,37.92363636,26.04363636,29.57818182,30.96909091,38.23454545,35.82909091,12.26545455,28.53090909,16.71636364,24.08,27.71272727,19.05636364
15-Mar,27.98,25.76,30.86,31.7,23.66857143,33.56857143,28.50285714,35.24,24.38857143,12.5825,10.22,33.485,27.8825,5.34,23.02,33.38,18.53272727,26.81272727,21.42909091,32.76909091,36.07454545,40.46,20.93818182,37.00727273,20.67636364,39.85454545,30.38,15.70181818,32.76909091,22.47636364,32.85090909,31.98363636,20.64363636
16-Mar,29.09,26.54,36.44,31.58,23.92571429,35.70285714,27.01142857,33.02857143,18.68,18.4775,11.3225,29.03,28.8275,14.6,26.04,37.6,21.49454545,32.68727273,24.98,38.64363636,38.18545455,30.16727273,26.42,40.23090909,22.32909091,40.08363636,23.58909091,20.57818182,32.52363636,22.24727273,31.05090909,17.40363636,21.21636364
17-Mar,26.81,30.11,34.04,29.6,16.90571429,32.23142857,25.52,26.67714286,25.00571429,17.3525,11.615,23.81,32.585,21.16,29.58,40.44,19.07272727,35.07636364,31.08363636,38.20181818,37.90727273,25.78181818,31.46,35.32181818,27.81090909,39.47818182,28.54727273,24.96363636,34.02909091,20.21818182,19.41636364,11.38181818,20.56181818
18-Mar,19.97,28.31,34.31,33.98,9.834285714,27.70571429,17.00857143,22.43428571,13.97428571,17.735,16.7675,20.0525,34.2275,18.58,27.8,40.32,16.86363636,34.07818182,33.62,32.50727273,28.84181818,23.44181818,15.70181818,36.89272727,22.42727273,42.75090909,22.49272727,26.69818182,31.1,24.83272727,18.87636364,8.583636364,22.77090909
19-Mar,18.11,24.14,34.01,29.9,13.1,33.67142857,16.90571429,28.63142857,26.36857143,22.7525,18.1625,20.8625,38.615,23.96,21.32,35.48,24.89818182,34.84727273,13.68909091,36.36909091,14.88363636,24.57090909,20.61090909,28.69454545,20.21818182,42.34181818,16.96181818,22.39454545,23.08181818,32.62181818,27.48363636,16.48727273,25.48727273
20-Mar,22.73,27.38,24.71,31.34,26.87,38.3,20.53142857,31.12571429,21.35428571,32.5625,26.6225,25.43,37.7825,24.86,15.38,37.62,30.80545455,37.08909091,8.829090909,34.43818182,16.29090909,28.00727273,30.93636364,28.69454545,29.28363636,41.34363636,21.92,23.49090909,22.13272727,36.58181818,32.44181818,22.42727273,26.61636364
21-Mar,25.49,27.98,26.81,38.09,32.15,38.84,25.16,34.75142857,17.78,36.005,29.9075,22.9325,38.1875,18.86,18.54,35.54,26.81272727,38.61090909,24.52181818,37.28545455,26.22363636,25.94545455,27.87636364,31.47636364,38.20181818,40.50909091,29.87272727,27.45090909,24.70181818,27.89272727,21.96909091,24.22727273,30.05272727
22-Mar,23.18,24.74,31.55,26.12,33.51714286,34.59714286,35.26571429,30.14857143,23.15428571,32.27,33.9575,25.2725,37.9175,22.7,18.52,34.26,20.12,38.39818182,31.16545455,20.93818182,33.42363636,21.34727273,24.14545455,35.30545455,35.19090909,43.22545455,38.38181818,25.27454545,25.25818182,21.65818182,14.60545455,25.97818182,31.57454545
23-Mar,22.88,28.652,24.44,31.28,27.78285714,36.44857143,38.01714286,30.53428571,26.42,29.93,33.6875,32.3825,38.57,25.56,18.5,33.48,21.42909091,22.1,24.88181818,24.39090909,38.77454545,6.669090909,25.35636364,35.61636364,18.87636364,35.74727273,33.71818182,25.24181818,27.56545455,18.02545455,20.54545455,18.81090909,32.18
24-Mar,23.6,30.2,22.82,23.24,11.81,23.20571429,39.66285714,29.32571429,29.14571429,30.4025,22.2125,30.425,37.895,21.06,25.36,30.6,31.73818182,22.08363636,16.30727273,25.16,40.65636364,4.967272727,28.77636364,31.44363636,23.91636364,27.25454545,33.26,27.5,31.24727273,18.10727273,30.92,16.89636364,24.42363636
25-Mar,24.08,33.29,23.81,17.42,13.67,18.52571429,39.35428571,33.74857143,31.71714286,33.035,19.5575,26.3525,39.38,18.1,31.4,33.22,34.97818182,19.98909091,23.11454545,26.89454545,43.06181818,10.66181818,33.04727273,22.96727273,23.75272727,33.09636364,34.11090909,28.41636364,32.40909091,19.72727273,36.10727273,7.389090909,16.38909091
26-Mar,29.3,33.11,17.84,14.39,19.91,28.96571429,33.18285714,35.06,32.48857143,30.11,25.3625,32.495,39.245,16.46,27.34,34.86,36.04181818,14.18,24.01454545,24.8,41.18,29.13636364,29.90545455,28.87454545,12.93636364,30.59272727,29.80727273,35.58363636,33.94727273,20.48,41.19636364,8.714545455,15.37454545
27-Mar,31.61,24.98,2.3,16.67,27.44,31.12571429,28.16857143,31.64,33.92857143,26.15,33.17,14.2475,23.4725,27.2,26.66,39.24,33.91454545,11.21818182,18.89272727,27.05818182,39.08545455,33.63636364,24.63636364,36.87636364,20.34909091,32.18,22.41090909,41.60545455,24.32545455,21.72363636,42.50545455,7.552727273,19.23636364
28-Mar,25.7,25.34,16.91,12.11,31.76,32.46285714,27.80857143,28.60571429,30.12285714,23.9,35.9825,5.9675,19.805,34.22,30.92,26.56,29.84,20.95454545,24.62,28.72727273,39.08545455,33.91454545,23.06545455,40.65636364,33.48909091,29.52909091,23.55636364,39.69090909,17.28909091,30.56,41.01636364,20.84,28.62909091
29-Mar,25.37,23.24,13.07,11.93,28.52,20.94285714,17.88285714,33.13142857,26.90857143,24.215,33.3725,8.735,27.95,21.78,31.16,16.06,33.44,29.39818182,35.61636364,23.40909091,38.79090909,35.46909091,30.72363636,38.84,30.80545455,27.09090909,23.70363636,27.23818182,23.68727273,35.91090909,29.75818182,31.98363636,30.59272727
30-Mar,28.1,21.35,18.02,11.48,27.38,29.19714286,11.01714286,37.34857143,23.28285714,24.7775,33.7325,23.1125,31.7975,17.22,23.5,20.1,33.57090909,12.13454545,41.26181818,28.23636364,41.06545455,35.96,33.48909091,37.97272727,18.46727273,34.65090909,32.29454545,18.32,26.79636364,18.84363636,22.36181818,28.72727273,34.88
31-Mar,23.57,20.66,26,14.69,30.5,31.87142857,17.62571429,33.49142857,15.08,29.84,35.87,32.5175,35.4425,12.46,31.4825,26.36,23.36,16.45454545,38.64363636,36.89272727,44.43636364,35.25636364,26.22363636,39.42909091,17.27272727,28.62909091,37.61272727,18.79454545,33.60363636,22.52545455,28.30181818,17.89454545,31.03454545
1-Apr,22.94,23.51,30.86,20.51,36.62,29.86571429,27.80857143,28.11714286,16.57142857,36.0275,40.685,37.2875,38.165,20.96,31.48,34.36,25.68363636,16.66727273,24.76727273,39.65818182,42.22727273,35.64909091,31.16545455,37.76,16.88,24.44,39.44545455,25.81454545,36.56545455,34.56909091,29.97090909,28.54727273,22.21454545
2-Apr,23.39,23.51,24.35,25.7,37.52,20.96857143,19.83714286,17.00857143,21.48285714,36.8375,35.3075,34.9925,32.8775,31.62,27.8,39.22,34.17636364,21.54363636,14.9,43.96181818,26.01090909,28.56363636,28.48181818,32.08181818,27.56545455,30.44545455,39.24909091,31.28,32.39272727,38.80727273,36.40181818,33.52181818,24.96363636
3-Apr,29.33,20.96,30.92,24.29,27.35,29.27428571,25.08285714,12.99714286,20.99428571,37.445,35.87,25.025,26.4425,36.6,34.44,38.46,25.66727273,29.69272727,24.50545455,30.13454545,24.01454545,29.3,18.58181818,23.96545455,34.60181818,27.20545455,27.43454545,29.41454545,24.52181818,40.06727273,31.78727273,34.38909091,32.01636364
4-Apr,31.25,27.65,27.32,29.15,23.09,25.88,30.63714286,16.34,37.78571429,38.9975,37.085,19.625,30.0425,33.66,39.18,38.38,26.58363636,17.96,32.55636364,20.80727273,33.91454545,36.20545455,21.96909091,32.68727273,37.43272727,19.51454545,33.37454545,34.55272727,31.47636364,41.08181818,32.62181818,15.53818182,37.76
5-Apr,33.17,30.35,14.24,34.34,20.18,13.64,27.96285714,20.24857143,39.99714286,34.8125,37.1525,23.675,31.46,23.7875,35.38,35.54,30.51090909,13.93454545,35.78,37.64545455,38.87272727,39.88727273,24.60363636,37.76,32.85090909,22.62363636,35.38727273,36.12363636,36.17272727,42.70181818,34.78181818,11.39818182,38.80727273
6-Apr,35.42,24.23,22.67,35.18,26.72,14,24.26,30.40571429,39.58571429,26.1275,36.9275,18.2525,30.695,27.04,21.42,29.22,28.67818182,22.49272727,18.94181818,36.23818182,37.18727273,37.58,23,38.61090909,34.09454545,32.81818182,34.45454545,35.37090909,37.51454545,32.08181818,21.15090909,19.38363636,17.56727273
7-Apr,33.68,17.69,23.54,36.11,32.6,21.63714286,21.02,35.29142857,32.12857143,27.4325,31.6625,14.135,32.315,36.3,26.52,28.98,27.82727273,32.62181818,20.18545455,30.70727273,33.24363636,35.12545455,25.12727273,36.81090909,36.89272727,41.01636364,39.31454545,36.61454545,37.38363636,31.26363636,25.60181818,30.31454545,20.95454545
8-Apr,36.8,20.48,24.77,35.69,37.01,23.66857143,21.35428571,24.05428571,34.18571429,27.5675,31.9325,22.55,31.5275,32.92,35.52,31.84,27.00909091,36.51636364,29.3,36.36909091,38.16909091,36.05818182,33.83272727,34.17636364,37.05636364,40.39454545,32.78545455,40.06727273,36.61454545,36.53272727,34.40545455,32.67090909,22.91818182
9-Apr,37.43,31.88,24.44,19.31,37.83714286,29.89142857,22.94857143,23.05142857,39.99714286,30.785,37.535,33.125,27.7925,26.88,40.3,34.24,27.38545455,26.73090909,34.91272727,32.73636364,39.59272727,15.50545455,40.13272727,28.84181818,36.71272727,30.05272727,28.64545455,42.60363636,38.18545455,31.83636364,40.03454545,32.49090909,26.50181818
10-Apr,39.83,31.46,18.86,12.83,36.55142857,16.54571429,31.46,17.90857143,33.20857143,27.4325,38.0975,36.1175,17.42,17.96,38.44,21.7,21.05272727,31.52545455,35.74727273,20.23454545,41.18,16.96181818,40.24727273,34.16,37.00727273,29.88909091,37.31818182,27.07454545,35.53454545,34.96181818,31.21454545,37.90727273,28.43272727
11-Apr,37.31,31.94,18.89,17.54,28.4,6.002857143,40.02285714,29.48,26.72857143,21.0425,35.915,36.365,19.94,21.26,32.74,17.34,15.47272727,28.59636364,38.138,31.14909091,41.52363636,25.81454545,42.12909091,35.74727273,32.62181818,36.87636364,43.63454545,17.06,35.38727273,35.89454545,33.78363636,42.94727273,32.09818182
12-Apr,40.1,32.06,25.25,30.98,30.45714286,9.5,26.67714286,37.09142857,33.33714286,20.615,33.485,37.5575,23.81,27.08,40.3,22.32,18.84363636,26.74727273,40.72181818,36.92545455,32.54,28.48181818,37.90727273,36.10727273,32.58909091,40.75454545,39.93636364,19.54727273,22.78727273,30.2,24.03090909,43.68363636,40.06727273
13-Apr,42.53,23.54,33.95,37.52,21.02,15.05428571,27.03714286,32.51428571,39.27714286,26.195,37.5575,40.145,31.37,34.96,44.26,18.26,29.87272727,29.48,33.22727273,33.42363636,29.85636364,33.99636364,23.99818182,35.28909091,35.48545455,42.42363636,20.51272727,21.46181818,15.34181818,26.46909091,13.32909091,39.39636364,40.16545455
14-Apr,37.43,18.47,35.6,30.02,18.65428571,25.23714286,23.10285714,23.69428571,39.40571429,30.3575,44.1725,40.3925,35.825,39.14,44.16,25.28,37.64545455,34.19272727,35.55090909,26.15818182,26.81272727,29.44727273,16.99454545,39.52727273,39.95272727,42.58727273,25.06181818,32.94909091,15.45636364,30.74,25.71636364,28.72727273,41.40909091
15-Apr,33.77,19.88,32.54,27.74,26.44571429,31.51142857,20.3,12.40571429,26.93428571,34.295,43.1375,29.1425,37.85,34.02,31.8425,36.56,42.09636364,35.19090909,39.18363636,26.63272727,23.68727273,32.24545455,31.31272727,32.32727273,34.56909091,39.13454545,34.25818182,39.36363636,25.40545455,30.10181818,34.04545455,22.18181818,32.24545455
16-Apr,33.08,25.58,37.22,28.79,36.44857143,31.40857143,16.98285714,11.50571429,36.14,33.4625,32.54,31.64,39.605,37.18,39.62,34.4,29.44727273,28.71090909,33.75090909,35.97636364,26.71454545,35.68181818,31.36181818,24.71818182,21.16727273,38.33272727,41.16363636,37.67818182,27.53272727,19.28545455,38.28363636,31.23090909,33.16181818
17-Apr,37.04,30.17,40.37,20.63,30.99714286,35.44571429,18.34571429,21.43142857,41.48857143,38.03,37.22,34.9925,41.2025,38.18,41.04,31.325,18.82727273,21.78909091,33.98,41.24545455,34.29090909,21.67454545,31.52545455,21.42909091,21.11818182,41.39272727,31.05090909,33.17818182,30.08545455,16.12727273,36.17272727,37.53090909,38.20181818
18-Apr,25.07,32.45,40.07,25.55,28.01428571,35.83142857,19.45142857,33.51714286,36.68,43.5875,36.41,27.1625,30.9875,39.44,24.14,36.84,29.54545455,25.06181818,36.71272727,40.88545455,39.10181818,10.97272727,41.06545455,23.21272727,23.08181818,44.27272727,27.48363636,34.09454545,32.37636364,21.36363636,39.44545455,38.49636364,37.46545455
19-Apr,22.91,20.81,38.27,21.89,18.88571429,37.99142857,25.67428571,37.63142857,25.05714286,41.0675,34.835,24.035,33.5975,38.82,28.62,31.12,39.59272727,30.33090909,37.85818182,32.76909091,34.78181818,23.78545455,38.20181818,27.54909091,26.22363636,39.82181818,37.08909091,40.47636364,31.28,27.90909091,44.12545455,29.15272727,35.92727273
20-Apr,24.83,23.6,38.75,21.74,21.71428571,39.79142857,24.54285714,40.1,34.77714286,32.4725,27.5225,28.8725,30.6275,35.42,31.7,38.9,36.87636364,36.30363636,38.43090909,36.5,36.94181818,29.64363636,36.64727273,30.03636364,30.47818182,32.52363636,28.15454545,41.78545455,32.88363636,19.17090909,42.09636364,18.22181818,31.73818182
21-Apr,32.54,33.05,38.24,19.04,23.84857143,33.33714286,26.96,32.77142857,40.61428571,34.79,25.7225,32.2025,27.365,29.3,38.4,33.76,34.45454545,39.47818182,39.42909091,38.87272727,42.70181818,34.94545455,37.28545455,34.66727273,33.91454545,29.43090909,27.23818182,37.10545455,33.39090909,27.58181818,45.36909091,22.08363636,35.97636364
22-Apr,33.32,41.09,37.79,18.32,24.31142857,27.60285714,32.74571429,28.09142857,33.56857143,23.4725,34.7675,33.2825,24.17,31.16,45.64,33.8,36.76181818,39.67454545,33.40727273,32.72,41.94909091,33.91454545,41.99818182,34.14363636,41.50727273,27.10727273,36.05818182,32.85090909,33.89818182,31.44363636,40.39454545,21.74,42.34181818
23-Apr,33.35,35.84,39.848,19.04,38.22285714,28.83714286,41.07714286,23.79714286,34.31428571,26.0375,41.6075,21.1325,21.4025,35.82,43.74,34.98,40.82,41.18,26.24,29.51272727,44.61636364,18.25454545,36.40181818,35.76363636,39.70727273,41.24545455,40.44363636,33.71818182,35.25636364,27.97454545,26.61636364,28.25272727,40.23090909
24-Apr,33.92,26.78,37.49,22.64,46.4,22.79428571,39.61142857,30.30285714,34.08285714,31.64,40.37,31.01,25.4525,30.6,32.04,25.84,35.09272727,42.94727273,28.77636364,31.21454545,47.23454545,26.30545455,33.75090909,32.14727273,35.61636364,38.87272727,29.72545455,37.95636364,32.72,36.63090909,24.89818182,32.49090909,43.94545455
25-Apr,34.37,30.68,24.44,30.29,38.76285714,22.87142857,31.66571429,25.67428571,36.96285714,36.4775,38.0075,38.165,27.5,26.74,30.88,30.14,26.28909091,38.82363636,33.11272727,29.16909091,47.98727273,35.89454545,41.22909091,34.71636364,36.25454545,29.52909091,34.30727273,38.18545455,36.15636364,42.93090909,27.43454545,28.89090909,38.80727273
26-Apr,35.87,38.3,23,27.38,39.48285714,24.98,24.85142857,30.32857143,42.98,39.65,37.4225,39.875,32.9675,29.18,38.14,36.46,26.19090909,29.77454545,30.62545455,24.16181818,42.65272727,35.37090909,35.82909091,30.42909091,25.99454545,27.97454545,34.78181818,40.46,41.42545455,41.06545455,38.36545455,27.51636364,34.40545455
27-Apr,42.584,37.88,18.11,34.55,38.58285714,32.61714286,28.29714286,37.86285714,40.35714286,40.145,29.48,37.6025,39.4475,31.04,41.52,38.44,27.82727273,31.75454545,38.80727273,22.21454545,35.32181818,38.57818182,24.91454545,28.79272727,30.88727273,27.87636364,40.75454545,40.86909091,43.94545455,32.39272727,39.69090909,34.02909091,28.30181818
28-Apr,44.15,36.11,24.77,36.98,16.13428571,35.42,29.81428571,35.54857143,40.12571429,39.605,37.895,39.065,40.1675,29.68,26.68,42.36,36.76181818,40.01818182,42.47272727,33.66909091,34.01272727,43.47090909,21.47818182,31.98363636,28.53090909,22.59090909,42.63636364,40.75454545,43.68363636,29.51272727,42.16181818,27.5,31.03454545
29-Apr,43.88,36.83,23.96,34.79,24.67142857,33.41428571,32.15428571,32.56571429,41.64285714,41.6075,41.8325,38.0975,32.0225,25.02,28.06,46.48,41.72,41.94909091,25.29090909,36.10727273,36.43454545,47.15272727,23.24545455,39.65818182,24.70181818,16.32363636,43.71636364,33.89818182,43.74909091,37.53090909,35.30545455,37.58,36.17272727
30-Apr,46.04,32.87,28.4,30.17,36.14,29.40285714,35.47142857,28.73428571,28.47714286,41.8775,42.1475,32.3825,23.45,27.54,37.5125,42.96,41.80181818,42.34181818,19.69454545,22.64,40.59090909,47.66,24.008,42.99636364,24.99636364,26.91090909,40.65636364,32.36,49.36181818,43.55272727,36.69636364,40.64,41.39272727
1-May,45.29,24.89,29.12,32.03,37.37428571,27.34571429,36.37142857,26.36857143,33.23428571,48.14857143,35.1275,31.775,27.4775,24.46,38.06,40.62,23.14727273,42.27636364,24.06363636,15.91454545,43.74909091,24.94727273,27.284,40.95090909,21.38,35.01090909,38.10363636,30.90363636,49.06727273,46.94,41.27818182,42.75090909,39.64181818
2-May,37.73,27.23,29.36,32.9,42.51714286,24.8,38.09428571,30.17428571,40.61428571,32.99,29.795,35.825,35.2175,26.44,40.74,37.92,21.93636364,36.87636364,23.16363636,18.59818182,44.43636364,20.44727273,38.21,41.27818182,30.2,34.65090909,33.21090909,32.62181818,46.22,41.62181818,36.74545455,40.54181818,34.73272727
3-May,38.3,36.05,31.316,29.27,44.18857143,34.28857143,40.07428571,29.01714286,44.18857143,22.73,35.1725,38.8625,41.2025,29.32,38,40.82,30.36363636,36.12363636,31.59090909,31.37818182,45.25454545,33.60363636,44.33,39.52727273,33.818,33.19454545,29.52909091,34.58545455,47.59454545,28.67818182,41.99818182,42.52181818,38.70909091
4-May,36.26,40.04,36.53,34.31,43.75142857,42.51714286,40.87142857,22.69142857,46.60571429,25.8125,37.4225,30.11,43.0475,33.1,37.9,38.08,37.43272727,37.64545455,40.96727273,37.82545455,48.74,34.19272727,47.21818182,37.69454545,40.856,40.62363636,35.15818182,36.61454545,42.62,32.72,30.82181818,41.91636364,35.15818182
5-May,39.56,32.36,42.05,32.63,42.98,40.92285714,36.21714286,19.70857143,48.76571429,27.725,42.2375,31.0325,46.0175,37.24,35.02,29.16,41.78545455,41.22909091,42.96363636,38.10363636,47.67636364,36.35272727,46.112,35.51818182,44.528,44.76363636,42.01454545,38.90545455,39.18363636,37.84181818,37.15454545,38.07090909,40.82
6-May,39.23,30.56,42.23,30.44,44.26571429,40.64,34.05714286,22.40857143,46.99142857,33.395,42.0575,30.3575,44.9825,39.14,35.86,26.62,41.78545455,47.174,38.82363636,43.7,37.15454545,35.69818182,43.106,36.58181818,46.022,45.71272727,45.14,41.72,42.06363636,43.24181818,47.3,38.15272727,26.79636364
7-May,39.74,31.16,40.16,29.45,45.70571429,36.93714286,32.72,33.87714286,45.88571429,35.7125,43.52,35.1725,44.7125,31.68,38.94,30.92,37.41636364,49.46,30.15090909,46.31818182,28.51454545,37.56363636,36.878,37.41636364,37.382,43.22545455,47.16909091,37.84181818,42.42363636,46.25272727,50.16363636,38.46363636,30.46181818
8-May,38.51,26.66,39.44,27.44,46.11714286,34.54571429,32.9,41.10285714,33.08,39.92,36.2975,32.045,43.88,34.78,41.34,34.26,34.214,43.24181818,37.77636364,46.31818182,33.57090909,34.19272727,29.56181818,37.74363636,32.414,41.18,47.61090909,31.00181818,34.83090909,40.85272727,47.52909091,40.96727273,27.25454545
9-May,34.58,26.12,32.03,32.06,43.7,35.00857143,36.42285714,42.51714286,39.48285714,42.62,35.96,34.97,43.385,40.28,34.18,36.28,38.90545455,40.98363636,43.97818182,40.29636364,39.80545455,32.75272727,34.29090909,29.67636364,36.752,35.68181818,47.46363636,23.40909091,37.94,31.88545455,45.05818182,43.52,25.92909091
10-May,31.28,26.45,34.31,33.41,41.20571429,37.11714286,41.59142857,30.63714286,49.56285714,42.5975,43.295,25.5425,45.4325,43.1,30.86,42.1475,31.65636364,40.90181818,37.15454545,37.58,43.60181818,34.25818182,40.766,28.49818182,37.346,34.42181818,51.19454545,30.23272727,39.87090909,32.44181818,48.46181818,41.32727273,29.72545455
11-May,38.99,31.73,39.65,35.18,46.34857143,36.06285714,37.68285714,25.23714286,43.21142857,40.0775,42.2825,33.305,43.43,34.22,35.66,44.645,40.44363636,45.09090909,38.156,29.28363636,34.29090909,38.80727273,30.524,32.93272727,32.234,36.87636364,50.19636364,32.39272727,38.61090909,28.56363636,50.34363636,33.35818182,31.47636364
12-May,40.22,37.46,37.4,28.625,47.45428571,36.24285714,40.43428571,36.16571429,26.70285714,42.935,29.345,43.0475,35.1725,31.685,44.26,45.5,42.04727273,49.47636364,29.57,32.31090909,37.20363636,44.01090909,19.634,40.46,38.21,42.98,49.49272727,37.13818182,43.66727273,34.66727273,41.26181818,38.80727273,32.9
