date,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
9-Dec,21.2,22.04,27.41,1.49,21.32857143,33.18285714,9.397142857,8.574285714,14.92571429,16.115,20.5475,15.665,9.41,23.94,16.78,25.43,13.86909091,10.43272727,0.090909091,30.69090909,17.15818182,3.952727273,-1.741818182,29.20181818,35.48545455,26.43636364,23.26181818,15.48909091,18.92545455,28.51454545,27.54909091,18.54909091,8.665454546
10-Dec,24.32,25.07,25.16,11.18,27.19142857,26.93428571,5.102857143,3.277142857,21.99714286,14.6975,21.695,17.9375,17.69,26.7,19.28,22.1225,22.70545455,23.08181818,7.7,27.33636364,17.17454545,8.387272727,14,27.53272727,34.73272727,31.00181818,24.12909091,21.95272727,19.94,24.91454545,12.78909091,21.83818182,22.75454545
11-Dec,25.13,26.9,31.316,15.8,30.12285714,25.67428571,1.117142857,13.71714286,10.63142857,4.73,10.8725,13.0775,11.975,35.12,23.58,18.14,12.70727273,20.84,15.58727273,19.25272727,19.51454545,11.33272727,17.64909091,28.90727273,30.24909091,26.798,27.22181818,27.63090909,24.03090909,16.63454545,16.47090909,27.04181818,25.24181818
12-Dec,16.25,18.92,22.61,19.28,32.84857143,25.67428571,10.22,18.16571429,13.79428571,10.5125,6.2825,14.225,8.5775,31.96,22.44,21.0875,13.23090909,22.03454545,20.00545455,27.22181818,22.23090909,22.28,25.232,31.694,22.70545455,24.50545455,30.51090909,22.86909091,25.02909091,11.57818182,29.16909091,20.92181818,25.58545455
13-Dec,11.84,3.05,14.15,20.45,28.42571429,28.73428571,19.01428571,21.43142857,19.04,7.9025,10.5575,20.2775,17.3075,23.1,18.8,26.06,16.17636364,23.72,20.57818182,32.70363636,23.44181818,23.72,19.87454545,31.62363636,19.53090909,24.34181818,29.34909091,13.32909091,23,10.43272727,30.62545455,7.929090909,22.52545455
14-Dec,15.53,2.99,16.52,9.2,19.83714286,13.43428571,21.66285714,25.57142857,1.58,10.265,20.5025,23.135,25.295,23.8,6.38,30.7175,6.276363636,6.456363636,15.34181818,34.27454545,18.30363636,23.47454545,15.21090909,21.02,21.57636364,29.804,15.47272727,23.19636364,23.57272727,19.35090909,31.52545455,9.712727273,22.90181818
15-Dec,19.19,8.36,15.044,10.46,16.21142857,4.1,23.30857143,21.40571429,12.71428571,7.1825,12.38,27.9725,8.15,19.84,5.86,33.575,3.92,6.276363636,17.10909091,27.74545455,11.16909091,17.84545455,25.48727273,15.96363636,8.256363636,34.14363636,22.64,27.23818182,12.65818182,9.663636364,19.07272727,6.849090909,19.53090909
16-Dec,23.18,4.7,8.816,17.78,18.75714286,11.55714286,18.11428571,23.82285714,22.84571429,6.665,7.565,22.91,8.69,11.36,7.44,32.0675,15.494,16.30727273,26.38727273,16.94545455,14.44181818,13.36181818,29.25090909,25.11090909,6.227272727,29.66,27.54909091,24.06363636,2.905454546,16.22545455,19.44909091,-0.350909091,27.86
17-Dec,20.63,12.71,9.068,21.38,12.22571429,-10.57,26.44571429,29.89142857,17.78,10.985,23.72,17.2625,23.99,15.18,8.98,26.1275,20.156,19.67818182,23.93272727,14.81818182,25.94545455,17.63272727,29.72545455,20.64363636,7.045454546,8.096,23.40909091,28.18727273,5.032727273,22.18181818,14.98181818,12.62545455,27.23818182
18-Dec,22.67,12.08,15.116,25.25,8.677142857,-9.065714286,27.16571429,26.39428571,19.94,-0.3775,16.0475,10.2875,25.655,17.62,17.78,20.3225,19.958,20.51272727,12.85454545,22.91818182,28.82545455,19.79272727,32.31090909,16.81454545,22.90181818,2.627272727,24.24363636,25.43818182,17.25636364,18.28727273,11.31636364,16.96181818,29.44727273
19-Dec,20.39,2.9,12.2,17.84,7.237142857,6.337142857,18.78285714,24.59428571,11.42,21.425,21.5375,4.6175,24.7775,25.18,22.7,21.9875,20.444,14.72,17.86181818,29.10363636,18.33636364,5.736363636,28.48181818,14.83454545,29.23454545,17.79636364,24.81636364,21.06909091,16.53636364,18.64727273,22.28,14.52363636,29.85636364
20-Dec,15.29,12.38,7.412,16.94,6.825714286,17.34285714,15.41428571,20.42857143,8.008571429,14.2025,26.96,14.5625,30.8075,24.96,23.56,12.65,23.684,9.483636364,27.56545455,30.87090909,14.22909091,9.221818182,20.87272727,21.98545455,21.42909091,27.86,29.66,22.14909091,17.12545455,26.25636364,25.84727273,18.94181818,29.20181818
21-Dec,19.73,15.2,8.84,20.93,4.511428571,20.35142857,15.8,4.228571429,6.68,16.475,20.66,10.1525,26.465,12.06,28.68,13.055,16.718,15.34181818,25.83090909,28.87454545,15.42363636,19.64545455,14.55636364,24.75090909,19.13818182,28.76,18.77818182,28.07272727,24.53818182,30.03636364,26.92727273,19.51454545,25.78181818
22-Dec,16.04,13.1,4.415,20.03,2.325714286,20.48,10.99142857,8.728571429,7.7,23.8325,10.355,8.3075,14.7875,2.12,32.4,16.61,6.962,20.00545455,22.60727273,29.90545455,4.525454546,23.76909091,10.66181818,18.5,22.26363636,27.86,14.16363636,18.14,31.26363636,25.56909091,28.38363636,13.93454545,26.32181818
23-Dec,11.36,14.48,2.255,25.43,-0.194285714,11.17142857,14.48857143,8.368571429,15.10571429,20.12,8.42,5.8325,15.98,-7.04,28.24,16.97,13.028,11.54545455,15.37454545,28.90727273,5.801818182,20.77454545,19.25272727,6.652727273,13.64,24.44,21.16727273,19.12181818,32.45818182,3.445454546,32.22909091,20.92181818,26.69818182
24-Dec,13.64,19.55,13.928,25.01,6.568571429,13.22857143,6.311428571,11.89142857,17.6,20.84,6.89,6.8675,22.1225,10.16,24.485,15.26,21.002,8.42,4.934545455,19.89090909,14.13090909,19.31818182,20.67636364,17.6,7.863636364,26.19090909,19.35090909,21.06909091,27.72909091,14.58909091,27.00909091,22.62363636,13.05090909
25-Dec,13.73,10.46,22.676,20.96,10.68285714,21.61142857,0.68,17.54857143,21.53428571,14.2475,13.235,5.2925,23.495,21.48,29.44,20.5025,11.768,20.588,3.592727273,19.66181818,18.64727273,9.745454546,12.41272727,18.64727273,13.54181818,13.86909091,25.22545455,24.78363636,18.74545455,23.34363636,22.34545455,26.53454545,4.672727273
26-Dec,9.89,14.24,26.285,17.81,13.07428571,25.54571429,3.92,24.67142857,20.89142857,12.5375,16.0925,7.52,18.32,24.34,30.44,29.75,7.646,12.74,5.916363636,24.71818182,23.62181818,16.91272727,20.13636364,6.129090909,0.827272727,11.13636364,24.70181818,23.34363636,14.81818182,28.41636364,20.98727273,27.81090909,13.60727273
27-Dec,9.56,18.53,22.4,16.25,12.53428571,24.87714286,9.808571429,18.80857143,20.81428571,19.22,16.6775,20.0525,3.875,26.6,23.26,28.6925,1.454,3.036363636,8.550909091,18.84363636,25.32363636,10.72727273,21.65818182,3.723636364,7.290909091,23.16363636,26.51818182,8.649090909,20.23454545,19.4,17.55090909,31.68909091,15.03090909
28-Dec,18.71,27.752,14.42,17.75,15.23428571,21.12285714,6.902857143,24.10571429,24.08,20.345,19.805,26.2625,-1.7725,26.4,30.28,20.2775,-0.67,21.88727273,12.39636364,17.92727273,28.13818182,5.965454546,25.38909091,12.34727273,13.32909091,24.94727273,29.10363636,1.94,11.64363636,20.39818182,14.54,25.01272727,18.45090909
29-Dec,14,27.23,13.388,23.3,12.68857143,28.58,21.32857143,28.14285714,26.70285714,18.0725,18.275,23.225,8.8925,29.92,23.66,15.2825,4.352,29.354,18.61454545,20.57818182,30.70727273,15.01454545,15.50545455,3.92,8.698181818,23.9,33.19454545,6.194545455,1.629090909,12.08545455,14.49090909,12.03636364,19.53090909
30-Dec,14.12,20.84,19.73,18.5,18.03714286,30.11,23.33428571,27.73142857,19.94,20.5925,16.0475,15.53,21.9875,19.3,22.12,17.0375,12.866,27.61454545,13.42727273,12.87090909,30.98545455,18.40181818,21.10181818,-4.049090909,6.750909091,26.48545455,35.43636364,16.71636364,2.185454546,7.945454546,16.92909091,18.23818182,23.29454545
31-Dec,9.47,17.204,20.804,9.35,19.06571429,30.05,25.13428571,27.11428571,24.44,17.375,13.9325,22.7975,21.3575,26,30.68,17.645,0.518,26.15818182,9.352727273,-5.129090909,22.78727273,10.80909091,25.04545455,8.96,4.689090909,22.29636364,28.74363636,5.261818182,13.83636364,17.94363636,18.74545455,27.71272727,23.08181818
1-Jan,7.94,22.64,23.144,5.6,6.414285714,37.79,28.42571429,19.52857143,20.04285714,18.9275,9.2075,13.82,20.5475,22.24,22.02,20.3,7.286,27.5,23.63818182,-3.116363636,26.04363636,4.28,19.92363636,10.28545455,5.981818182,19.85818182,26.20727273,4.083636364,22.82,15.66909091,3.707272727,28.10545455,19.43272727
2-Jan,15.83,24.83,13.928,13.82,1.4,39.53,30.79142857,10.14285714,12.40571429,11.705,7.5425,16.79,21.92,22.58,27.9,20.3,22.658,28.95636364,20.87272727,12.16727273,26.63272727,3.118181818,24.62,8.272727273,14.14727273,20.08727273,20.07090909,7.110909091,14.13090909,17.09272727,10.97272727,19.17090909,17.53454545
3-Jan,21.26,7.484,20.87,10.55,19.63142857,29.75,25.98285714,6.002857143,1.888571429,20.1425,20.795,25.7675,17.555,23.6,24.34,29.705,27.536,20.49636364,11.79090909,16.55272727,30.2,4.443636364,27.38545455,13.98363636,19.79272727,18.12363636,26.91090909,18.81090909,15.88181818,22.1,20.92181818,13.90181818,18.40181818
4-Jan,21.11,7.088,27.2,11.72,20.09428571,14.21,20.45428571,13.84571429,16.08285714,24.845,15.1025,27.7025,1.67,22.86,19.34,30.5375,26.024,10.526,15.386,14.03272727,26.06,16.19272727,13.34545455,19.87454545,23.09818182,21.41272727,25.52,26.51818182,27.84363636,23.67090909,23.14727273,11.51272727,17.6
5-Jan,19.46,13.316,23.108,18.2,16.34,7.73,14.84857143,22.89714286,14.69428571,27.7925,12.47,25.5875,0.1175,13.04,20.26,12.4475,27.086,13.06727273,23.918,18.58181818,30.82181818,17.42,-0.285454546,29.79090909,21.44545455,11.25090909,29.87272727,30.34727273,23.81818182,21.90363636,23.88363636,22.00181818,12.36363636
6-Jan,22.25,20.588,6.98,13.88,7.185714286,-0.364,8.291428571,25.57142857,3.508571429,25.07,20.7725,19.6475,18.275,9.18,29.56,10.04,22.55,11.876,23,25.11090909,27.10727273,23.01636364,12.13454545,32.70363636,21.11818182,0.041818182,30.2,25.29090909,15.35818182,16.47090909,28.89090909,20.59454545,8.649090909
7-Jan,10.91,25.07,9.41,18.65,24.26,2.57,5.977142857,24.87714286,13.33142857,13.0325,26.2175,20.5925,25.97,11.46,31.66,10.715,15.908,23.81,10.94,23.88363636,22.21454545,25.07818182,22.29636364,29.82363636,17.22363636,13.31272727,25.40545455,19.74363636,22.46,22.88545455,30.93636364,19.02363636,10.10545455
8-Jan,11.78,22.76,15.62,20.84,27.57714286,4.91,13.82,14.95142857,16.00571429,14.54,31.2575,25.7675,22.73,21.56,19.92,26.2175,14.036,29.966,11.894,23.93272727,10.07272727,24.50545455,20.72545455,29.98727273,10.87454545,29.57818182,33.81636364,24.14545455,23.67090909,17.71454545,23.85090909,22.26363636,5.098181818
9-Jan,10.22,14.87,9.8,27.11,28.96571429,13.1,16.54571429,19.42571429,11.89142857,20.66,32.2475,19.85,23.0225,27.3,9.88,26.915,15.548,19.49,20.68,18.20545455,21.80545455,24.52181818,19.17090909,24.42363636,9.925454546,30.00363636,36.23818182,29.56181818,16.09454545,12.00363636,14.67090909,24.66909091,11.39818182
10-Jan,18.38,17.18,6.8,27.8,23.36,19.46,19.52857143,23.12857143,20.17142857,19.9625,16.115,22.01,22.505,28.8,22.38,29.8625,12.64,11.64363636,20.588,-1.807272727,26.12545455,25.60181818,14.21272727,26.17454545,4.394545455,22.00181818,28.08909091,28.90727273,7.912727273,8.010909091,18.72909091,27.76181818,10.31818182
11-Jan,23.69,16.19,11.588,22.94,21.17428571,8.42,20.22285714,29.04285714,27.68,22.7075,15.4175,18.9725,21.0875,25.7,27.66,25.745,14.44,17.528,20.876,4.64,13.67272727,7.896363636,26.46909091,24.53818182,10.69454545,23.63818182,16.27454545,21.82181818,16.27454545,9.516363636,24.09636364,18.28727273,6.947272727
12-Jan,10.61,5.9,8.42,16.79,25.72571429,4.49,19.99142857,20.75,25.54571429,22.9325,24.35,17.6225,19.1975,11.9,15.36,25.5425,9.24,15.782,26.456,17.63272727,9.565454546,-6.830909091,17.89454545,21.52727273,19.46545455,23.34363636,20.44727273,15.89818182,12.02,20.15272727,28.4,17.82909091,4.067272727
13-Jan,6.08,17.99,16.43,18.47,28.29714286,16.34,20.24857143,17.88285714,24.44,12.83,15.305,25.5425,17.645,10.9,22.76,19.9175,8.88,21.02,25.61818182,25.60181818,16.09454545,-4.621818182,16.52,22.42727273,24.50545455,27.17272727,23.44181818,12.57636364,15.40727273,29.48,32.06545455,27.68,13.29636364
14-Jan,7.25,20.54,21.272,27.32,23.07714286,11.75,10.11714286,21.97142857,28.78571429,7.025,15.9125,25.6325,19.715,12.86,30,2.2325,10.8,21.938,20.72545455,23.58909091,25.09454545,-3.623636364,18.54909091,17.19090909,17.61636364,27.10727273,25.48727273,13.91818182,23,17.86181818,22.29636364,29.97090909,19.44909091
15-Jan,2.18,18.62,21.56,26.3,29.53142857,10.04,21.2,27.60285714,32.41142857,5.72,21.9875,19.4225,24.7325,16.94,20.26,-2.6275,17.58,23.432,19.05636364,24.26,25.16,4.46,24.17818182,20.44727273,13.91818182,25.68363636,17.48545455,22.52545455,22.05090909,22.78727273,20.44727273,22.00181818,13.14909091
16-Jan,17.9,20.54,10.832,12.05,28.22,11.89142857,20.40285714,21.14857143,35.08571429,0.6125,18.05,14.2025,22.055,23.48,7.7,4.82,-5.8,24.422,24.73454545,26.68181818,19.15454545,20.12,17.24,29.88909091,13.14909091,23.16363636,13.41090909,24.09636364,26.28909091,23.85090909,26.71454545,18.97454545,12.59272727
17-Jan,12.98,21.2,20.165,4.79,17.52285714,14.20571429,24.23428571,18.88571429,33.15714286,-0.1975,11.5925,14.2925,15.8675,22.38,16.02,8.33,-1.021818182,23.162,24.68545455,28.38363636,9.810909091,21.05272727,20.82363636,24.53818182,18.69636364,20.25090909,20.07090909,25.66727273,18.5,26.43636364,29.20181818,19.00727273,22.31272727
18-Jan,5.27,19.19,24.476,5.57,1.811428571,26.31714286,22.53714286,28.52857143,32.51428571,4.055,6.89,20.3675,15.44,27.58,25.06,16.655,-0.972727273,24.638,22.90181818,23.57272727,22.34545455,24.50545455,22.31272727,29.39818182,24.45636364,17.71454545,27.59818182,19.44909091,18.72909091,20.31636364,25.58545455,11.84,23.73636364
19-Jan,11.96,19.52,24.656,13.4,11.76285714,24.8,23.92571429,28.27142857,29.60857143,8.285,9.725,26.7575,18.095,29.18,16.94,19.805,9.532727273,29.3,20.08727273,20.49636364,32.57272727,25.14363636,25.68363636,29.3,21.08545455,22.78727273,34.65090909,18.04181818,18.43454545,14.75272727,17.97636364,11.56181818,26.61636364
20-Jan,17.15,19.22,19.625,10.88,8.368571429,27.29428571,9.731428571,23.36,28.11714286,10.3325,9.14,26.51,12.8075,31.02,6.52,19.175,15.91454545,27.356,18.56545455,12.34727273,28.12181818,26.73090909,22.82,21.67454545,17.94363636,17.24,31.08363636,27.43454545,24.03090909,24.8,16.83090909,9.189090909,27.48363636
21-Jan,15.74,22.04,20.57,10.13,15.23428571,15.98,9.165714286,18.34571429,26.08571429,12.7625,19.4675,23.7875,10.31,29.94,8.14,8.8025,13.75454545,29.79090909,21.02,18.95818182,27.53272727,26.35454545,25.89636364,11.61090909,13.28,18.22181818,12.18363636,22.42727273,27.15636364,23.91636364,20.67636364,8.976363636,24.99636364
22-Jan,9.47,22.91,20.336,4.55,13.64,15.90285714,11.73714286,11.71142857,19.86285714,22.19,20.9075,24.71,10.67,24.84,6.08,8.15,13.98363636,34.37272727,21.60909091,18.68,17.02727273,30.87090909,21.02,4.754545455,25.7,16.91272727,9.450909091,8.305454546,22.78727273,23.14727273,15.53818182,13.26363636,23.50727273
23-Jan,15.62,8.42,23.9,12.38,4.82,18.42285714,13.15142857,23.33428571,15.87714286,17.645,7.6775,28.175,19.2875,27.64,13.86,19.13,13.36181818,30.88727273,12.59272727,13.54181818,19.98909091,34.94545455,9.385454546,17.42,28.95636364,21.31454545,14.72,13.1,20.03818182,20.51272727,19.62909091,10.92363636,20.74181818
24-Jan,24.5,11.78,25.43,21.35,10.63142857,13.30571429,21.66285714,27.78285714,24.41428571,16.25,9.77,26.555,18.365,28.5,18.94,20.6375,19.02363636,29.05454545,9.729090909,9.909090909,19.13818182,33.06363636,21.42909091,24.58727273,20.93818182,12.31454545,23.58909091,12.87090909,22.77090909,18.43454545,19.85818182,9.810909091,21.08545455
25-Jan,22.67,16.37,23.036,24.95,12.35428571,20.86571429,16.88,30.97142857,26.67714286,15.4625,23.09,22.73,11.03,24.76,25.18,22.22,16.81454545,25.48727273,14.24545455,14.63818182,24.32545455,31.00181818,27.95818182,29.90545455,10.87454545,5.54,26.73090909,12.93636364,23.72,11.61090909,12.72363636,3.298181818,19.87454545
26-Jan,20.57,22.52,13.79,22.04,-2.122857143,24.28571429,19.04,19.16857143,24.92857143,14.27,27.0725,26.24,-1.255,25.84,18.94,20.88,19.85818182,18.90909091,21.78909091,14.63818182,24.03090909,31.83636364,25.19272727,33.55454545,10.62909091,0.189090909,14.47454545,15.81636364,26.86181818,8.534545455,11.38181818,4.656363636,17.84545455
27-Jan,16.58,21.2,9.71,16.82,14.28285714,17.75428571,24.15714286,11.14571429,15.10571429,13.8875,27.7925,32.45,9.8375,25.44,17.92,15.98,27.38545455,8.190909091,22.29636364,21.28181818,16.40545455,29.66,19.23636364,34.30727273,23.55636364,3.396363636,17.58363636,24.11272727,23.32727273,14.37636364,7.896363636,18.23818182,17.07636364
28-Jan,19.46,15.29,5.99,12.32,15.10571429,16.62285714,21.50857143,7.262857143,4.28,12.335,23.45,27.635,17.4425,21.22,14.96,17.9,19.44909091,12.67454545,18.68,27.07454545,16.11090909,24.58727273,11.34909091,28.84181818,26.74727273,16.60181818,23.49090909,12.95272727,17.01090909,27.74545455,13.41090909,16.53636364,25.55272727
29-Jan,19.04,17.33,6.944,8.24,21.09714286,15.08,22.43428571,14.82285714,4.28,11.0525,16.835,24.5075,19.7825,17.98,17.22,17.72,4.427272727,11.31636364,17.51818182,27.68,25.43818182,7.274545455,24.62,23.52363636,28.44909091,21.16727273,28.85818182,13.91818182,15.8,27.54909091,21.47818182,17.27272727,25.94545455
30-Jan,20.93,15.71,-5.44,15.59,24.33714286,23.97714286,20.3,21.43142857,8.188571429,7.4075,8.6225,29.03,23.675,17.7,23.5,16.42,5.949090909,21.34727273,21.95272727,23.9,26.87818182,9.892727273,27.56545455,26.17454545,30.41272727,27.10727273,33.19454545,18.43454545,14.85090909,19.25272727,23.83454545,17.61636364,26.38727273
31-Jan,23.03,23.54,-6.7,26.51,22.12571429,32.79714286,12.38,23.87428571,13.82,5.45,-0.7375,31.2575,17.87,12.64,25.4,10.14,4.492727273,24.39090909,20.61090909,11.92181818,21.46181818,20.59454545,21.85454545,25.48727273,22.72181818,29.64363636,33.03090909,22.11636364,17.78,17.15818182,26.73090909,12.82181818,28.30181818
1-Feb,24.29,18.65,-1.15,30.23,11.94285714,27.03714286,13.04857143,17.00857143,11.03,6.0125,11.12,32.74571429,6.5525,8.6675,24.8,0.92,15.14545455,18.53272727,13.64,-12.424,23.09818182,22.73818182,10.64545455,17.91090909,15.84909091,29.00545455,31.60727273,22.72181818,29.48,29.33272727,16.06181818,14.29454545,27.87636364
2-Feb,23.66,15.65,11,28.31,6.671428571,24.08,19.11714286,19.37428571,26.13714286,21.74,15.8225,25.95714286,10.0625,8.36,19.68,0.46,11.20181818,22.28,16.14363636,-16.024,18.20545455,24.71818182,9.123636364,24.98,3.690909091,27.17272727,32.65454545,26.19090909,33.96363636,31.68909091,-2.314545455,17.27272727,26.25636364
3-Feb,16.85,11.42,15.17,21.41,3.482857143,16.44285714,25.62285714,23.82285714,27.68,24.44,11.4575,10.7825,15.665,14.06,13.3,15.98,14.55636364,23.65454545,19.76,5.72,12.77272727,25.7,13.91818182,29.08727273,-1.725454546,26.01090909,30.26545455,28.23636364,23.03272727,30.49454545,-3.525454546,22.86909091,19.76
4-Feb,11.33,6.47,14.72,25.43,20.27428571,16.13428571,21.07142857,29.48,22.12571429,26.555,13.0775,10.13,10.85,17.68,23.3,25.66,16.17636364,25.22545455,19.31818182,18.02545455,8.109090909,24.60363636,8.452727273,30.24909091,9.336363636,26.92727273,31.39454545,28.10545455,-1.606,13.96727273,8.910909091,24.96363636,14.72
5-Feb,11.63,10.67,12.344,25.7,27.26857143,20.06857143,20.60857143,24.15714286,25.62285714,27.9725,5.54,7.025,6.44,21.36,15.28,29.63428571,5.818181818,29.95454545,21.10181818,18.69636364,11.10363636,28.22,5.981818182,32.9,9.009090909,28.76,29.28363636,24.44,0.712727273,15.47272727,18.33636364,28.28545455,25.94545455
6-Feb,12.41,19.94,15.29,27.47,28.34857143,12.63714286,21.61142857,21.25142857,23.38571429,27.6125,15.395,-0.535,3.83,17.84,13.6,36.02,9.254545455,27.76181818,20.90545455,7.52,14.32727273,29.10363636,12.39636364,36.14,20.74181818,26.63272727,21.06909091,14.49090909,13.72181818,17.61636364,10.79272727,15.96363636,30.74
7-Feb,17.33,24.38,21.05,24.08,30.38,6.98,21.2,30.48285714,21.58571429,25.16,19.985,1.355,16.0475,18.12,22.42,32.225,13.70545455,28.13818182,16.78181818,16.04545455,10.95636364,21.10181818,16.79818182,36.74545455,24.8,29.51272727,23.54,2.398181818,22.86909091,24.53818182,19.08909091,10.33454545,21.69090909
8-Feb,20.48,26.15,19.52,24.86,28.11714286,8.728571429,20.55714286,30.99714286,29.73714286,15.935,17.2625,6.485,8.285,13.58,23.28,30.8,14,24.84909091,11.15272727,-2.936363636,21.44545455,24.83272727,22.36181818,33.08,26.79636364,30.13454545,29.57818182,12.31454545,26.96,26.79636364,25.60181818,15.94727273,15.94727273
9-Feb,20.51,26.15,16.124,19.28,29.58285714,10.47714286,16.10857143,30.07142857,27.83428571,10.76,5.7875,6.8225,6.2375,11.74,25.22,27.68,21.2,16.56909091,12.16727273,-3.230909091,18.81090909,18.58181818,29.16909091,33.53818182,27.09090909,35.84545455,31.14909091,20.18545455,21.10181818,28.33454545,25.17636364,4.918181818,13.91818182
10-Feb,19.1,19.49,20.9,17.84,24.62,16.36571429,9.165714286,23.05142857,25.64857143,18.635,11.525,14.9,8.8475,22.3,1.88,27.84,22.90181818,16.04545455,15.58727273,8.436363636,18.40181818,12.47818182,24.39090909,30.74,31.72181818,40.01818182,22.08363636,18.07454545,19.05636364,25.40545455,24.94727273,15.19454545,12.60909091
11-Feb,18.83,16.61,16.25,13.25,20.42857143,19.96571429,11.53142857,0.114285714,22.84571429,18.5,26.8925,19.7825,2.885,28.3,3.66,29.6,23.39272727,12.67454545,13.62363636,17.99272727,24.17818182,9.189090909,16.27454545,21.24909091,31.80363636,34.63454545,10.94,12.78909091,12.90363636,25.20909091,23.16363636,26.48545455,8.910909091
12-Feb,19.58,16.49,2.876,18.02,21.17428571,20.81428571,12.48285714,18.34571429,21.12285714,20.9525,14.8325,27.4325,-4.135,29.34,19.88,24.26,20.95454545,17.37090909,17.14181818,23.93272727,22.00181818,7.127272727,22.24727273,25.53636364,35.28909091,26.78,22.91818182,17.22363636,11.56181818,25.42181818,14.91636364,24.22727273,18.25454545
13-Feb,20.57,12.47,11.705,21.71,27.01142857,12.35428571,21.76571429,26.29142857,19.01428571,24.665,15.5075,30.83,4.28,25.5,19.67,17,27.95818182,14.34363636,18.51636364,31.52545455,19.48181818,17.55090909,30.15090909,29.77454545,33.98,23.68727273,27.36909091,26.74727273,14.85090909,20.44727273,23.78545455,25.40545455,20.20181818
14-Feb,18.47,13.94,16.16,23.54,28.01428571,14.82285714,22.61428571,28.34857143,28.76,14.99,19.7375,26.87,15.17,27.24,25.74,12.02,22.05090909,13.54181818,8.256363636,31.47636364,18.10727273,17.51818182,30.62545455,34.84727273,26.79636364,17.35454545,28.17090909,28.05636364,24.73454545,1.154545455,26.97636364,18.51636364,21.52727273
15-Feb,17.39,12.17,20.15,17.48,25.82857143,20.06857143,20.99428571,18.88571429,26.11142857,10.6475,12.07142857,19.2875,15.7325,25.0925,25.86,13.2,21.31454545,16.76545455,10.64545455,32.65454545,15.12909091,15.73454545,34.73272727,26.81272727,27.77818182,22.49272727,23.11454545,24.96363636,24.04727273,10.22,29.10363636,2.365454546,23.21272727
16-Feb,14.9,12.86,25.67,16.1,28.99142857,27.88571429,17.11142857,18.01142857,26.75428571,15.4175,18.42285714,21.2225,17.15,567.08,8.5,21.36,19.90727273,24.78363636,16.20909091,29.97090909,16.89636364,23.80181818,31.59090909,11.85636364,31.50909091,28.28545455,19.97272727,12.56,27.76181818,13.75454545,21.10181818,2.234545455,21.08545455
17-Feb,10.22,16.82,28.58,21.17,29.27428571,28.88857143,15.85142857,21.32857143,21.09714286,21.65,26.0375,24.3275,28.94,21.06,17.18,20.22,10.67818182,19.30181818,19.72727273,24.70181818,16.34,26.46909091,27.59818182,12.59272727,35.64909091,31.23090909,25.37272727,7.225454546,24.91454545,8.632727273,11.95454545,15.42363636,13.01818182
18-Feb,10.25,21.77,20.69,22.76,26.83142857,26.62571429,14.20571429,20.63428571,18.86,25.2275,22.055,17.645,34.2275,24.24,20.34,27.46,16.11090909,14.94909091,19.38363636,26.38727273,16.79818182,14.14727273,30.33090909,25.89636364,35.82909091,33.03090909,29.59454545,7.945454546,18.82727273,7.225454546,19.04,20.02181818,19.53090909
19-Feb,19.37,25.73,11.03,24.41,26.44571429,22.46,10.42571429,23.10285714,19.58,25.9925,18.2975,10.6925,24.6425,25.3,18.2,25.48,23.62181818,16.02909091,19.58,28.87454545,19.66181818,21.44545455,27.48363636,31.46,31.32909091,29.57818182,23.57272727,8.010909091,18.04181818,18.40181818,23.96545455,21.64181818,26.79636364
20-Feb,23.48,21.89,11.42,28.91,31.07428571,19.29714286,14.33428571,13.69142857,28.60571429,27.0725,20.75,15.575,17.33,21.82,15.14,23.92,24.52181818,21.31454545,21.26545455,15.63636364,10.54727273,20.44727273,7.405454546,26.81272727,32.11454545,27.82727273,6.996363636,4.361818182,13.05090909,23.60545455,28.22,26.30545455,31.05090909
21-Feb,23.15,8.63,16.592,31.43,31.61428571,6.285714286,18.21714286,24.95428571,31.84571429,24.4625,14.5625,17.2625,20.48,22.32,13.84,27.96,20.44727273,24.40727273,16.01272727,14.85090909,18.79454545,16.29090909,18.69636364,17.74727273,28.20363636,35.25636364,12.13454545,12.56,25.32363636,13.72181818,24.84909091,27.61454545,27.86
22-Feb,23.99,10.184,6.17,29.09,25.98285714,6.748571429,22.17714286,12.09714286,24.51714286,26.7575,27.6125,15.17,19.6925,23.3,15.78,30.58,21.10181818,30.82181818,8.190909091,19.58,29.26727273,11.77454545,23.08181818,2.103636364,21.87090909,32.08181818,14.99818182,18.72909091,31.01818182,25.38909091,15.35818182,16.42181818,21.95272727
23-Feb,16.67,17.78,7.304,26.27,15.46571429,7.931428571,23.02571429,21.86857143,26.44571429,25.1825,32.225,10.2875,18.095,18.62,19.86,24.76,20.95454545,33.62,9.598181818,21.90363636,15.40727273,17.97636364,27.74545455,16.37272727,12.29818182,16.32363636,15.58727273,12.54363636,23.80181818,29.12,14.32727273,9.189090909,20.02181818
24-Feb,12.8,17.66,22.31,28.31,23.48857143,4.897142857,26.57428571,26.44571429,23.95142857,13.3475,22.055,19.49,19.0625,13.62,22.26,13.56,25.94545455,32.72,18.41818182,19.77636364,15.68545455,11.75818182,29.92181818,17.45272727,17.12545455,7.781818182,8.992727273,15.14545455,14.45818182,19.71090909,9.009090909,17.25636364,27.05818182
